ScoreID,Student,Instrument,ScoreGroup,Description,Score,MaxScore,NormalizedScore
434092,28626,Flute,Major Scales,G,0,8.0,0.0
434093,28626,Flute,Major Scales,Ab,0,8.0,0.0
434094,28626,Flute,Major Scales,A,0,8.0,0.0
434095,28626,Flute,Major Scales,Bb,0,8.0,0.0
434096,28626,Flute,Major Scales,B,0,8.0,0.0
434097,28626,Flute,Major Scales,C,0,8.0,0.0
434098,28626,Flute,Major Scales,Db,0,8.0,0.0
434099,28626,Flute,Major Scales,D,0,8.0,0.0
434100,28626,Flute,Major Scales,Eb,0,8.0,0.0
434101,28626,Flute,Major Scales,E,0,8.0,0.0
434102,28626,Flute,Major Scales,F,0,8.0,0.0
434103,28626,Flute,Major Scales,Gb,0,8.0,0.0
434107,28626,Flute,Sight-Reading,Note Accuracy,2,10.0,0.2
434108,28626,Flute,Sight-Reading,Rhythmic Accuracy,0,10.0,0.0
434109,28626,Flute,Sight-Reading,"Musicality, Tempo, & Style",0,10.0,0.0
434110,28626,Flute,Sight-Reading,Tone Quality,3,5.0,0.6
434112,28685,Flute,Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
434113,28685,Flute,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
434114,28685,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434115,28685,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
434117,28685,Flute,Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
434118,28685,Flute,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
434119,28685,Flute,Technical Etude,Note Accuracy,6,10.0,0.6
434120,28685,Flute,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
434122,28685,Flute,Chromatic Scale,Chromatic Scale,0,15.0,0.0
434123,28685,Flute,Major Scales,G,4,8.0,0.5
434124,28685,Flute,Major Scales,Ab,3,8.0,0.375
434125,28685,Flute,Major Scales,A,3,8.0,0.375
434126,28685,Flute,Major Scales,Bb,4,8.0,0.5
434127,28685,Flute,Major Scales,B,3,8.0,0.375
434128,28685,Flute,Major Scales,C,6,8.0,0.75
434129,28685,Flute,Major Scales,Db,1,8.0,0.125
434130,28685,Flute,Major Scales,D,4,8.0,0.5
434131,28685,Flute,Major Scales,Eb,4,8.0,0.5
434132,28685,Flute,Major Scales,E,0,8.0,0.0
434133,28685,Flute,Major Scales,F,0,8.0,0.0
434134,28685,Flute,Major Scales,Gb,0,8.0,0.0
434138,28685,Flute,Sight-Reading,Note Accuracy,5,10.0,0.5
434139,28685,Flute,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
434140,28685,Flute,Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
434141,28685,Flute,Sight-Reading,Tone Quality,3,5.0,0.6
434143,28721,Flute,Lyrical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
434144,28721,Flute,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
434145,28721,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434146,28721,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
434148,28721,Flute,Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
434149,28721,Flute,Technical Etude,Tone Quality,9,15.0,0.6
434150,28721,Flute,Technical Etude,Note Accuracy,8,10.0,0.8
434151,28721,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
434153,28721,Flute,Chromatic Scale,Chromatic Scale,12,15.0,0.8
434154,28721,Flute,Major Scales,G,4,8.0,0.5
434155,28721,Flute,Major Scales,Ab,4,8.0,0.5
434156,28721,Flute,Major Scales,A,4,8.0,0.5
434157,28721,Flute,Major Scales,Bb,5,8.0,0.625
434158,28721,Flute,Major Scales,B,6,8.0,0.75
434159,28721,Flute,Major Scales,C,6,8.0,0.75
434160,28721,Flute,Major Scales,Db,6,8.0,0.75
434161,28721,Flute,Major Scales,D,3,8.0,0.375
434162,28721,Flute,Major Scales,Eb,3,8.0,0.375
434163,28721,Flute,Major Scales,E,4,8.0,0.5
434164,28721,Flute,Major Scales,F,4,8.0,0.5
434165,28721,Flute,Major Scales,Gb,4,8.0,0.5
434169,28721,Flute,Sight-Reading,Note Accuracy,5,10.0,0.5
434170,28721,Flute,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
434171,28721,Flute,Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
434172,28721,Flute,Sight-Reading,Tone Quality,2,5.0,0.4
434174,28724,Flute,Lyrical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
434175,28724,Flute,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
434176,28724,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434177,28724,Flute,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
434179,28724,Flute,Technical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
434180,28724,Flute,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
434181,28724,Flute,Technical Etude,Note Accuracy,7,10.0,0.7
434182,28724,Flute,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
434184,28724,Flute,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
434185,28724,Flute,Major Scales,G,4,8.0,0.5
434186,28724,Flute,Major Scales,Ab,3,8.0,0.375
434187,28724,Flute,Major Scales,A,3,8.0,0.375
434188,28724,Flute,Major Scales,Bb,3,8.0,0.375
434189,28724,Flute,Major Scales,B,5,8.0,0.625
434190,28724,Flute,Major Scales,C,6,8.0,0.75
434191,28724,Flute,Major Scales,Db,4,8.0,0.5
434192,28724,Flute,Major Scales,D,3,8.0,0.375
434193,28724,Flute,Major Scales,Eb,3,8.0,0.375
434194,28724,Flute,Major Scales,E,4,8.0,0.5
434195,28724,Flute,Major Scales,F,4,8.0,0.5
434196,28724,Flute,Major Scales,Gb,0,8.0,0.0
434200,28724,Flute,Sight-Reading,Note Accuracy,5,10.0,0.5
434201,28724,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
434202,28724,Flute,Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
434203,28724,Flute,Sight-Reading,Tone Quality,2,5.0,0.4
434205,28726,Flute,Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
434206,28726,Flute,Lyrical Etude,Tone Quality,11,15.0,0.7333333333333333
434207,28726,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434208,28726,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
434210,28726,Flute,Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
434211,28726,Flute,Technical Etude,Tone Quality,12,15.0,0.8
434212,28726,Flute,Technical Etude,Note Accuracy,8,10.0,0.8
434213,28726,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
434215,28726,Flute,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
434216,28726,Flute,Major Scales,G,5,8.0,0.625
434217,28726,Flute,Major Scales,Ab,4,8.0,0.5
434218,28726,Flute,Major Scales,A,4,8.0,0.5
434219,28726,Flute,Major Scales,Bb,5,8.0,0.625
434220,28726,Flute,Major Scales,B,3,8.0,0.375
434221,28726,Flute,Major Scales,C,7,8.0,0.875
434222,28726,Flute,Major Scales,Db,4,8.0,0.5
434223,28726,Flute,Major Scales,D,5,8.0,0.625
434224,28726,Flute,Major Scales,Eb,4,8.0,0.5
434225,28726,Flute,Major Scales,E,4,8.0,0.5
434226,28726,Flute,Major Scales,F,4,8.0,0.5
434227,28726,Flute,Major Scales,Gb,5,8.0,0.625
434231,28726,Flute,Sight-Reading,Note Accuracy,5,10.0,0.5
434232,28726,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
434233,28726,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
434234,28726,Flute,Sight-Reading,Tone Quality,2,5.0,0.4
434236,28802,Flute,Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
434237,28802,Flute,Lyrical Etude,Tone Quality,7,15.0,0.4666666666666667
434238,28802,Flute,Lyrical Etude,Note Accuracy,7,10.0,0.7
434239,28802,Flute,Lyrical Etude,Rhythmic Accuracy,6,10.0,0.6
434241,28802,Flute,Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
434242,28802,Flute,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
434243,28802,Flute,Technical Etude,Note Accuracy,6,10.0,0.6
434244,28802,Flute,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
434246,28802,Flute,Chromatic Scale,Chromatic Scale,9,15.0,0.6
434247,28802,Flute,Major Scales,G,5,8.0,0.625
434248,28802,Flute,Major Scales,Ab,5,8.0,0.625
434249,28802,Flute,Major Scales,A,5,8.0,0.625
434250,28802,Flute,Major Scales,Bb,5,8.0,0.625
434251,28802,Flute,Major Scales,B,4,8.0,0.5
434252,28802,Flute,Major Scales,C,5,8.0,0.625
434253,28802,Flute,Major Scales,Db,5,8.0,0.625
434254,28802,Flute,Major Scales,D,5,8.0,0.625
434255,28802,Flute,Major Scales,Eb,5,8.0,0.625
434256,28802,Flute,Major Scales,E,4,8.0,0.5
434257,28802,Flute,Major Scales,F,5,8.0,0.625
434258,28802,Flute,Major Scales,Gb,0,8.0,0.0
434262,28802,Flute,Sight-Reading,Note Accuracy,4,10.0,0.4
434263,28802,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
434264,28802,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
434265,28802,Flute,Sight-Reading,Tone Quality,2,5.0,0.4
434267,28811,Flute,Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
434268,28811,Flute,Lyrical Etude,Tone Quality,9,15.0,0.6
434269,28811,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434270,28811,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
434272,28811,Flute,Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
434273,28811,Flute,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
434274,28811,Flute,Technical Etude,Note Accuracy,7,10.0,0.7
434275,28811,Flute,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
434277,28811,Flute,Chromatic Scale,Chromatic Scale,7,15.0,0.4666666666666667
434278,28811,Flute,Major Scales,G,4,8.0,0.5
434279,28811,Flute,Major Scales,Ab,4,8.0,0.5
434280,28811,Flute,Major Scales,A,0,8.0,0.0
434281,28811,Flute,Major Scales,Bb,4,8.0,0.5
434282,28811,Flute,Major Scales,B,0,8.0,0.0
434283,28811,Flute,Major Scales,C,4,8.0,0.5
434284,28811,Flute,Major Scales,Db,4,8.0,0.5
434285,28811,Flute,Major Scales,D,3,8.0,0.375
434286,28811,Flute,Major Scales,Eb,1,8.0,0.125
434287,28811,Flute,Major Scales,E,3,8.0,0.375
434288,28811,Flute,Major Scales,F,2,8.0,0.25
434289,28811,Flute,Major Scales,Gb,2,8.0,0.25
434293,28811,Flute,Sight-Reading,Note Accuracy,3,10.0,0.3
434294,28811,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
434295,28811,Flute,Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
434296,28811,Flute,Sight-Reading,Tone Quality,2,5.0,0.4
434298,28909,Flute,Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
434299,28909,Flute,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
434300,28909,Flute,Lyrical Etude,Note Accuracy,8,10.0,0.8
434301,28909,Flute,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
434303,28909,Flute,Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
434304,28909,Flute,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
434305,28909,Flute,Technical Etude,Note Accuracy,8,10.0,0.8
434306,28909,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
434308,28909,Flute,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
434309,28909,Flute,Major Scales,G,5,8.0,0.625
434310,28909,Flute,Major Scales,Ab,4,8.0,0.5
434311,28909,Flute,Major Scales,A,5,8.0,0.625
434312,28909,Flute,Major Scales,Bb,5,8.0,0.625
434313,28909,Flute,Major Scales,B,7,8.0,0.875
434314,28909,Flute,Major Scales,C,7,8.0,0.875
434315,28909,Flute,Major Scales,Db,7,8.0,0.875
434316,28909,Flute,Major Scales,D,6,8.0,0.75
434317,28909,Flute,Major Scales,Eb,4,8.0,0.5
434318,28909,Flute,Major Scales,E,5,8.0,0.625
434319,28909,Flute,Major Scales,F,4,8.0,0.5
434320,28909,Flute,Major Scales,Gb,4,8.0,0.5
434324,28909,Flute,Sight-Reading,Note Accuracy,6,10.0,0.6
434325,28909,Flute,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
434326,28909,Flute,Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
434327,28909,Flute,Sight-Reading,Tone Quality,3,5.0,0.6
434329,28947,Flute,Lyrical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
434330,28947,Flute,Lyrical Etude,Tone Quality,13,15.0,0.8666666666666667
434331,28947,Flute,Lyrical Etude,Note Accuracy,9,10.0,0.9
434332,28947,Flute,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
434334,28947,Flute,Technical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
434335,28947,Flute,Technical Etude,Tone Quality,12,15.0,0.8
434336,28947,Flute,Technical Etude,Note Accuracy,8,10.0,0.8
434337,28947,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
434339,28947,Flute,Chromatic Scale,Chromatic Scale,9,15.0,0.6
434340,28947,Flute,Major Scales,G,5,8.0,0.625
434341,28947,Flute,Major Scales,Ab,5,8.0,0.625
434342,28947,Flute,Major Scales,A,4,8.0,0.5
434343,28947,Flute,Major Scales,Bb,4,8.0,0.5
434344,28947,Flute,Major Scales,B,3,8.0,0.375
434345,28947,Flute,Major Scales,C,6,8.0,0.75
434346,28947,Flute,Major Scales,Db,5,8.0,0.625
434347,28947,Flute,Major Scales,D,4,8.0,0.5
434348,28947,Flute,Major Scales,Eb,4,8.0,0.5
434349,28947,Flute,Major Scales,E,4,8.0,0.5
434350,28947,Flute,Major Scales,F,5,8.0,0.625
434351,28947,Flute,Major Scales,Gb,4,8.0,0.5
434355,28947,Flute,Sight-Reading,Note Accuracy,4,10.0,0.4
434356,28947,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
434357,28947,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
434358,28947,Flute,Sight-Reading,Tone Quality,4,5.0,0.8
434360,28568,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
434361,28568,Trombone,Lyrical Etude,Tone Quality,9,15.0,0.6
434362,28568,Trombone,Lyrical Etude,Note Accuracy,10,10.0,1.0
434363,28568,Trombone,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
434365,28568,Trombone,Technical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
434366,28568,Trombone,Technical Etude,Tone Quality,9,15.0,0.6
434367,28568,Trombone,Technical Etude,Note Accuracy,7,10.0,0.7
434368,28568,Trombone,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
434370,28568,Trombone,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
434371,28568,Trombone,Major Scales,G,3,8.0,0.375
434372,28568,Trombone,Major Scales,Ab,4,8.0,0.5
434373,28568,Trombone,Major Scales,A,3,8.0,0.375
434374,28568,Trombone,Major Scales,Bb,4,8.0,0.5
434375,28568,Trombone,Major Scales,B,4,8.0,0.5
434376,28568,Trombone,Major Scales,C,2,8.0,0.25
434377,28568,Trombone,Major Scales,Db,2,8.0,0.25
434378,28568,Trombone,Major Scales,D,3,8.0,0.375
434379,28568,Trombone,Major Scales,Eb,2,8.0,0.25
434380,28568,Trombone,Major Scales,E,3,8.0,0.375
434381,28568,Trombone,Major Scales,F,4,8.0,0.5
434382,28568,Trombone,Major Scales,Gb,3,8.0,0.375
434386,28568,Trombone,Sight-Reading,Note Accuracy,4,10.0,0.4
434387,28568,Trombone,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
434388,28568,Trombone,Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
434389,28568,Trombone,Sight-Reading,Tone Quality,3,5.0,0.6
434391,28570,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
434392,28570,Trombone,Lyrical Etude,Tone Quality,12,15.0,0.8
434393,28570,Trombone,Lyrical Etude,Note Accuracy,10,10.0,1.0
434394,28570,Trombone,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
434396,28570,Trombone,Technical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
434397,28570,Trombone,Technical Etude,Tone Quality,12,15.0,0.8
434398,28570,Trombone,Technical Etude,Note Accuracy,8,10.0,0.8
434399,28570,Trombone,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
434401,28570,Trombone,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
434402,28570,Trombone,Major Scales,G,4,8.0,0.5
434403,28570,Trombone,Major Scales,Ab,4,8.0,0.5
434404,28570,Trombone,Major Scales,A,4,8.0,0.5
434405,28570,Trombone,Major Scales,Bb,3,8.0,0.375
434406,28570,Trombone,Major Scales,B,4,8.0,0.5
434407,28570,Trombone,Major Scales,C,6,8.0,0.75
434408,28570,Trombone,Major Scales,Db,7,8.0,0.875
434409,28570,Trombone,Major Scales,D,6,8.0,0.75
434410,28570,Trombone,Major Scales,Eb,4,8.0,0.5
434411,28570,Trombone,Major Scales,E,4,8.0,0.5
434412,28570,Trombone,Major Scales,F,3,8.0,0.375
434413,28570,Trombone,Major Scales,Gb,3,8.0,0.375
434417,28570,Trombone,Sight-Reading,Note Accuracy,7,10.0,0.7
434418,28570,Trombone,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
434419,28570,Trombone,Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
434420,28570,Trombone,Sight-Reading,Tone Quality,3,5.0,0.6
434422,28620,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
434423,28620,Trombone,Lyrical Etude,Tone Quality,3,15.0,0.2
434424,28620,Trombone,Lyrical Etude,Note Accuracy,5,10.0,0.5
434425,28620,Trombone,Lyrical Etude,Rhythmic Accuracy,3,10.0,0.3
434427,28620,Trombone,Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
434428,28620,Trombone,Technical Etude,Tone Quality,3,15.0,0.2
434429,28620,Trombone,Technical Etude,Note Accuracy,5,10.0,0.5
434430,28620,Trombone,Technical Etude,Rhythmic Accuracy,2,10.0,0.2
434432,28620,Trombone,Chromatic Scale,Chromatic Scale,2,15.0,0.13333333333333333
434433,28620,Trombone,Major Scales,G,0,8.0,0.0
434434,28620,Trombone,Major Scales,Ab,3,8.0,0.375
434435,28620,Trombone,Major Scales,A,0,8.0,0.0
434436,28620,Trombone,Major Scales,Bb,3,8.0,0.375
434437,28620,Trombone,Major Scales,B,0,8.0,0.0
434438,28620,Trombone,Major Scales,C,0,8.0,0.0
434439,28620,Trombone,Major Scales,Db,0,8.0,0.0
434440,28620,Trombone,Major Scales,D,0,8.0,0.0
434441,28620,Trombone,Major Scales,Eb,0,8.0,0.0
434442,28620,Trombone,Major Scales,E,0,8.0,0.0
434443,28620,Trombone,Major Scales,F,2,8.0,0.25
434444,28620,Trombone,Major Scales,Gb,0,8.0,0.0
434448,28620,Trombone,Sight-Reading,Note Accuracy,2,10.0,0.2
434449,28620,Trombone,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
434450,28620,Trombone,Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
434451,28620,Trombone,Sight-Reading,Tone Quality,1,5.0,0.2
434453,28624,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
434454,28624,Trombone,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
434455,28624,Trombone,Lyrical Etude,Note Accuracy,2,10.0,0.2
434456,28624,Trombone,Lyrical Etude,Rhythmic Accuracy,1,10.0,0.1
434458,28624,Trombone,Technical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
434459,28624,Trombone,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
434460,28624,Trombone,Technical Etude,Note Accuracy,6,10.0,0.6
434461,28624,Trombone,Technical Etude,Rhythmic Accuracy,3,10.0,0.3
434463,28624,Trombone,Chromatic Scale,Chromatic Scale,2,15.0,0.13333333333333333
434464,28624,Trombone,Major Scales,G,0,8.0,0.0
434465,28624,Trombone,Major Scales,Ab,0,8.0,0.0
434466,28624,Trombone,Major Scales,A,0,8.0,0.0
434467,28624,Trombone,Major Scales,Bb,0,8.0,0.0
434468,28624,Trombone,Major Scales,B,0,8.0,0.0
434469,28624,Trombone,Major Scales,C,0,8.0,0.0
434470,28624,Trombone,Major Scales,Db,0,8.0,0.0
434471,28624,Trombone,Major Scales,D,0,8.0,0.0
434472,28624,Trombone,Major Scales,Eb,0,8.0,0.0
434473,28624,Trombone,Major Scales,E,0,8.0,0.0
434474,28624,Trombone,Major Scales,F,0,8.0,0.0
434475,28624,Trombone,Major Scales,Gb,0,8.0,0.0
434479,28624,Trombone,Sight-Reading,Note Accuracy,1,10.0,0.1
434480,28624,Trombone,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
434481,28624,Trombone,Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
434482,28624,Trombone,Sight-Reading,Tone Quality,1,5.0,0.2
434484,28641,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
434485,28641,Trombone,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
434486,28641,Trombone,Lyrical Etude,Note Accuracy,9,10.0,0.9
434487,28641,Trombone,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
434489,28641,Trombone,Technical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
434490,28641,Trombone,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
434491,28641,Trombone,Technical Etude,Note Accuracy,9,10.0,0.9
434492,28641,Trombone,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
434494,28641,Trombone,Chromatic Scale,Chromatic Scale,13,15.0,0.8666666666666667
434495,28641,Trombone,Major Scales,G,4,8.0,0.5
434496,28641,Trombone,Major Scales,Ab,4,8.0,0.5
434497,28641,Trombone,Major Scales,A,4,8.0,0.5
434498,28641,Trombone,Major Scales,Bb,3,8.0,0.375
434499,28641,Trombone,Major Scales,B,3,8.0,0.375
434500,28641,Trombone,Major Scales,C,4,8.0,0.5
434501,28641,Trombone,Major Scales,Db,4,8.0,0.5
434502,28641,Trombone,Major Scales,D,3,8.0,0.375
434503,28641,Trombone,Major Scales,Eb,4,8.0,0.5
434504,28641,Trombone,Major Scales,E,3,8.0,0.375
434505,28641,Trombone,Major Scales,F,4,8.0,0.5
434506,28641,Trombone,Major Scales,Gb,4,8.0,0.5
434510,28641,Trombone,Sight-Reading,Note Accuracy,6,10.0,0.6
434511,28641,Trombone,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
434512,28641,Trombone,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
434513,28641,Trombone,Sight-Reading,Tone Quality,2,5.0,0.4
434515,28672,Trombone,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
434516,28672,Trombone,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
434517,28672,Trombone,Lyrical Etude,Note Accuracy,7,10.0,0.7
434518,28672,Trombone,Lyrical Etude,Rhythmic Accuracy,5,10.0,0.5
434520,28672,Trombone,Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
434521,28672,Trombone,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
434522,28672,Trombone,Technical Etude,Note Accuracy,5,10.0,0.5
434523,28672,Trombone,Technical Etude,Rhythmic Accuracy,3,10.0,0.3
434525,28672,Trombone,Chromatic Scale,Chromatic Scale,7,15.0,0.4666666666666667
434526,28672,Trombone,Major Scales,G,2,8.0,0.25
434527,28672,Trombone,Major Scales,Ab,2,8.0,0.25
434528,28672,Trombone,Major Scales,A,0,8.0,0.0
434529,28672,Trombone,Major Scales,Bb,0,8.0,0.0
434530,28672,Trombone,Major Scales,B,0,8.0,0.0
434531,28672,Trombone,Major Scales,C,0,8.0,0.0
434532,28672,Trombone,Major Scales,Db,0,8.0,0.0
434533,28672,Trombone,Major Scales,D,0,8.0,0.0
434534,28672,Trombone,Major Scales,Eb,0,8.0,0.0
434535,28672,Trombone,Major Scales,E,0,8.0,0.0
434536,28672,Trombone,Major Scales,F,0,8.0,0.0
434537,28672,Trombone,Major Scales,Gb,0,8.0,0.0
434541,28672,Trombone,Sight-Reading,Note Accuracy,1,10.0,0.1
434542,28672,Trombone,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
434543,28672,Trombone,Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
434544,28672,Trombone,Sight-Reading,Tone Quality,1,5.0,0.2
434546,28950,Bass Trombone,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
