ScoreID,Student,Instrument,ScoreGroup,Description,Score
657650,38839,Trombone,Major Scales,C,0
657651,38839,Trombone,Major Scales,F,0
657652,38839,Trombone,Major Scales,Bb,1
657653,38839,Trombone,Major Scales,Eb,0
657654,38839,Trombone,Major Scales,Ab,0
657655,38839,Trombone,Major Scales,Db,0
657656,38839,Trombone,Scales,Note Accuracy/Consistency,10
657657,38839,Trombone,Scales,Tone Quality,8
657658,38839,Trombone,Scales,"Musicality, Tempo, & Style",0
657659,38839,Trombone,Sight-Reading,Note Accuracy,3
657660,38839,Trombone,Sight-Reading,Rhythmic Accuracy,1
657661,38839,Trombone,Sight-Reading,"Musicallity, Tempo & Style",0
657662,38839,Trombone,Sight-Reading,Tone Quality,3
657663,38839,Trombone,Sight-Reading,Artistry,0
649590,38843,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",5
649591,38843,Oboe,Lyrical Etude,Tone Quality,0
649592,38843,Oboe,Lyrical Etude,Note Accuracy,8
649593,38843,Oboe,Lyrical Etude,Rhythmic Accuracy,9
649594,38843,Oboe,Lyrical Etude,Artistry,0
649595,38843,Oboe,Technical Etude,"Musicallity, Tempo & Style",8
649596,38843,Oboe,Technical Etude,Tone Quality,2
649597,38843,Oboe,Technical Etude,Note Accuracy,4
649598,38843,Oboe,Technical Etude,Rhythmic Accuracy,8
649599,38843,Oboe,Technical Etude,Articulation,2
649600,38843,Oboe,Chromatic Scale,Chromatic,7
649601,38843,Oboe,Major Scales,G,0
649602,38843,Oboe,Major Scales,C,5
649603,38843,Oboe,Major Scales,F,0
649635,38843,Oboe,Major Scales,Bb,0
649636,38843,Oboe,Major Scales,Eb,0
649637,38843,Oboe,Major Scales,Ab,0
649638,38843,Oboe,Major Scales,Db,5
649639,38843,Oboe,Scales,Note Accuracy/Consistency,18
649640,38843,Oboe,Scales,Tone Quality,5
649641,38843,Oboe,Scales,"Musicality, Tempo, & Style",3
649642,38843,Oboe,Sight-Reading,Note Accuracy,2
649643,38843,Oboe,Sight-Reading,Rhythmic Accuracy,4
649644,38843,Oboe,Sight-Reading,"Musicallity, Tempo & Style",1
649645,38843,Oboe,Sight-Reading,Tone Quality,1
649646,38843,Oboe,Sight-Reading,Artistry,0
643972,38848,Flute,Lyrical Etude,"Musicallity, Tempo & Style",4
643973,38848,Flute,Lyrical Etude,Tone Quality,6
643974,38848,Flute,Lyrical Etude,Note Accuracy,10
643975,38848,Flute,Lyrical Etude,Rhythmic Accuracy,10
643976,38848,Flute,Lyrical Etude,Artistry,2
643977,38848,Flute,Technical Etude,"Musicallity, Tempo & Style",7
643978,38848,Flute,Technical Etude,Tone Quality,6
643979,38848,Flute,Technical Etude,Note Accuracy,9
643980,38848,Flute,Technical Etude,Rhythmic Accuracy,9
643981,38848,Flute,Technical Etude,Articulation,3
643982,38848,Flute,Chromatic Scale,Chromatic,10
643983,38848,Flute,Major Scales,G,4
643984,38848,Flute,Major Scales,C,4
643985,38848,Flute,Major Scales,F,5
643986,38848,Flute,Major Scales,Bb,3
643987,38848,Flute,Major Scales,Eb,3
643988,38848,Flute,Major Scales,Ab,3
643989,38848,Flute,Major Scales,Db,3
643990,38848,Flute,Scales,Note Accuracy/Consistency,10
643991,38848,Flute,Scales,Tone Quality,9
643992,38848,Flute,Scales,"Musicality, Tempo, & Style",2
643993,38848,Flute,Sight-Reading,Note Accuracy,6
643994,38848,Flute,Sight-Reading,Rhythmic Accuracy,5
643995,38848,Flute,Sight-Reading,"Musicallity, Tempo & Style",2
643996,38848,Flute,Sight-Reading,Tone Quality,3
643997,38848,Flute,Sight-Reading,Artistry,1
650172,38850,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",19
650173,38850,Bb Clarinet,Lyrical Etude,Tone Quality,11
650174,38850,Bb Clarinet,Lyrical Etude,Note Accuracy,10
650175,38850,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
650176,38850,Bb Clarinet,Lyrical Etude,Artistry,4
650177,38850,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",19
650178,38850,Bb Clarinet,Technical Etude,Tone Quality,13
650179,38850,Bb Clarinet,Technical Etude,Note Accuracy,10
650180,38850,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
650181,38850,Bb Clarinet,Technical Etude,Articulation,3
650182,38850,Bb Clarinet,Chromatic Scale,Chromatic,13
650183,38850,Bb Clarinet,Major Scales,G,5
650184,38850,Bb Clarinet,Major Scales,C,5
650185,38850,Bb Clarinet,Major Scales,F,5
650186,38850,Bb Clarinet,Major Scales,Bb,5
650187,38850,Bb Clarinet,Major Scales,Eb,5
650188,38850,Bb Clarinet,Major Scales,Ab,3
650189,38850,Bb Clarinet,Major Scales,Db,0
650190,38850,Bb Clarinet,Scales,Note Accuracy/Consistency,28
650191,38850,Bb Clarinet,Scales,Tone Quality,11
650192,38850,Bb Clarinet,Scales,"Musicality, Tempo, & Style",9
650193,38850,Bb Clarinet,Sight-Reading,Note Accuracy,10
650194,38850,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,8
650195,38850,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",9
650196,38850,Bb Clarinet,Sight-Reading,Tone Quality,2
650197,38850,Bb Clarinet,Sight-Reading,Artistry,4
637998,38851,Percussion,Mallet Etude,"Musicality, Tempo & Style",15
637999,38851,Percussion,Mallet Etude,Note Accuracy,8
638000,38851,Percussion,Mallet Etude,Rhythmic Accuracy,7
638001,38851,Percussion,Snare Etude,"Musicallyty, Tempo & Style",10
638002,38851,Percussion,Snare Etude,Note Accuracy,10
638003,38851,Percussion,Snare Etude,Rhythmic Accuracy,5
638004,38851,Percussion,Chromatic Scale,Chromatic,10
638005,38851,Percussion,Major Scales,Note Accuracy,30
638006,38851,Percussion,Major Scales,Tempo & Consistency,35
638007,38851,Percussion,Major Scales,"Musicality, Phrasing & Style",15
638008,38851,Percussion,Reading-Mallet,Note Accuracy & Tone,1
638009,38851,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,1
638010,38851,Percussion,Reading-Mallet,Musicality & Style,1
638011,38851,Percussion,Reading-Snare,Note Accuracy & Tone,4
638012,38851,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,4
638013,38851,Percussion,Reading-Snare,Musicality & Style,4
677976,38856,Flute,Lyrical Etude,"Musicallity, Tempo & Style",9
677977,38856,Flute,Lyrical Etude,Tone Quality,9
677978,38856,Flute,Lyrical Etude,Note Accuracy,10
677979,38856,Flute,Lyrical Etude,Rhythmic Accuracy,10
677980,38856,Flute,Lyrical Etude,Artistry,1
677981,38856,Flute,Technical Etude,"Musicallity, Tempo & Style",7
677982,38856,Flute,Technical Etude,Tone Quality,8
677983,38856,Flute,Technical Etude,Note Accuracy,9
677984,38856,Flute,Technical Etude,Rhythmic Accuracy,10
677985,38856,Flute,Technical Etude,Articulation,1
678012,38856,Flute,Chromatic Scale,Chromatic,6
678013,38856,Flute,Major Scales,G,0
678014,38856,Flute,Major Scales,C,5
678015,38856,Flute,Major Scales,F,0
678016,38856,Flute,Major Scales,Bb,0
678017,38856,Flute,Major Scales,Eb,0
678018,38856,Flute,Major Scales,Ab,0
678019,38856,Flute,Major Scales,Db,0
678020,38856,Flute,Scales,Note Accuracy/Consistency,8
678021,38856,Flute,Scales,Tone Quality,8
678022,38856,Flute,Scales,"Musicality, Tempo, & Style",3
678023,38856,Flute,Sight-Reading,Note Accuracy,3
678024,38856,Flute,Sight-Reading,Rhythmic Accuracy,3
678025,38856,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
678026,38856,Flute,Sight-Reading,Tone Quality,2
678027,38856,Flute,Sight-Reading,Artistry,0
648291,38857,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",13
648292,38857,Tuba,Lyrical Etude,Tone Quality,9
648293,38857,Tuba,Lyrical Etude,Note Accuracy,7
648294,38857,Tuba,Lyrical Etude,Rhythmic Accuracy,7
648295,38857,Tuba,Lyrical Etude,Artistry,2
648296,38857,Tuba,Technical Etude,"Musicallity, Tempo & Style",13
648297,38857,Tuba,Technical Etude,Tone Quality,9
648298,38857,Tuba,Technical Etude,Note Accuracy,7
648299,38857,Tuba,Technical Etude,Rhythmic Accuracy,7
648300,38857,Tuba,Technical Etude,Articulation,3
648301,38857,Tuba,Chromatic Scale,Chromatic,7
648302,38857,Tuba,Major Scales,G,2
648303,38857,Tuba,Major Scales,C,0
648304,38857,Tuba,Major Scales,F,3
648305,38857,Tuba,Major Scales,Bb,2
648306,38857,Tuba,Major Scales,Eb,0
648307,38857,Tuba,Major Scales,Ab,2
648308,38857,Tuba,Major Scales,Db,0
648309,38857,Tuba,Scales,Note Accuracy/Consistency,16
648310,38857,Tuba,Scales,Tone Quality,8
648311,38857,Tuba,Scales,"Musicality, Tempo, & Style",6
648312,38857,Tuba,Sight-Reading,Note Accuracy,6
648313,38857,Tuba,Sight-Reading,Rhythmic Accuracy,4
648314,38857,Tuba,Sight-Reading,"Musicallity, Tempo & Style",5
648315,38857,Tuba,Sight-Reading,Tone Quality,3
648316,38857,Tuba,Sight-Reading,Artistry,2
641337,38861,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",11
641338,38861,Trumpet,Lyrical Etude,Tone Quality,5
641339,38861,Trumpet,Lyrical Etude,Note Accuracy,7
641340,38861,Trumpet,Lyrical Etude,Rhythmic Accuracy,5
641341,38861,Trumpet,Lyrical Etude,Artistry,3
641342,38861,Trumpet,Technical Etude,"Musicallity, Tempo & Style",2
641343,38861,Trumpet,Technical Etude,Tone Quality,3
641344,38861,Trumpet,Technical Etude,Note Accuracy,3
641345,38861,Trumpet,Technical Etude,Rhythmic Accuracy,3
641346,38861,Trumpet,Technical Etude,Articulation,1
641347,38861,Trumpet,Chromatic Scale,Chromatic,9
641348,38861,Trumpet,Major Scales,G,3
641349,38861,Trumpet,Major Scales,C,0
641350,38861,Trumpet,Major Scales,F,5
641351,38861,Trumpet,Major Scales,Bb,0
641352,38861,Trumpet,Major Scales,Eb,0
641353,38861,Trumpet,Major Scales,Ab,0
641354,38861,Trumpet,Major Scales,Db,0
641355,38861,Trumpet,Scales,Note Accuracy/Consistency,25
641356,38861,Trumpet,Scales,Tone Quality,6
641357,38861,Trumpet,Scales,"Musicality, Tempo, & Style",5
641358,38861,Trumpet,Sight-Reading,Note Accuracy,4
641359,38861,Trumpet,Sight-Reading,Rhythmic Accuracy,3
641360,38861,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
641361,38861,Trumpet,Sight-Reading,Tone Quality,2
641362,38861,Trumpet,Sight-Reading,Artistry,1
650198,38862,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",16
650199,38862,Bb Clarinet,Lyrical Etude,Tone Quality,9
650200,38862,Bb Clarinet,Lyrical Etude,Note Accuracy,9
650201,38862,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
650202,38862,Bb Clarinet,Lyrical Etude,Artistry,3
650203,38862,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",16
650204,38862,Bb Clarinet,Technical Etude,Tone Quality,9
650205,38862,Bb Clarinet,Technical Etude,Note Accuracy,10
650206,38862,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
650207,38862,Bb Clarinet,Technical Etude,Articulation,3
650208,38862,Bb Clarinet,Chromatic Scale,Chromatic,15
650209,38862,Bb Clarinet,Major Scales,G,5
650210,38862,Bb Clarinet,Major Scales,C,5
650211,38862,Bb Clarinet,Major Scales,F,7
650212,38862,Bb Clarinet,Major Scales,Bb,4
650213,38862,Bb Clarinet,Major Scales,Eb,7
650214,38862,Bb Clarinet,Major Scales,Ab,3
650215,38862,Bb Clarinet,Major Scales,Db,5
650216,38862,Bb Clarinet,Scales,Note Accuracy/Consistency,27
650217,38862,Bb Clarinet,Scales,Tone Quality,9
650218,38862,Bb Clarinet,Scales,"Musicality, Tempo, & Style",8
650219,38862,Bb Clarinet,Sight-Reading,Note Accuracy,10
650220,38862,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,9
650221,38862,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",9
650222,38862,Bb Clarinet,Sight-Reading,Tone Quality,5
650223,38862,Bb Clarinet,Sight-Reading,Artistry,4
678085,38910,Flute,Lyrical Etude,"Musicallity, Tempo & Style",7
678086,38910,Flute,Lyrical Etude,Tone Quality,8
678087,38910,Flute,Lyrical Etude,Note Accuracy,10
678088,38910,Flute,Lyrical Etude,Rhythmic Accuracy,10
678089,38910,Flute,Lyrical Etude,Artistry,0
678090,38910,Flute,Technical Etude,"Musicallity, Tempo & Style",10
678091,38910,Flute,Technical Etude,Tone Quality,9
678092,38910,Flute,Technical Etude,Note Accuracy,9
678093,38910,Flute,Technical Etude,Rhythmic Accuracy,10
678094,38910,Flute,Technical Etude,Articulation,1
678095,38910,Flute,Chromatic Scale,Chromatic,0
678096,38910,Flute,Major Scales,G,5
678097,38910,Flute,Major Scales,C,5
678098,38910,Flute,Major Scales,F,5
678099,38910,Flute,Major Scales,Bb,5
678100,38910,Flute,Major Scales,Eb,0
678101,38910,Flute,Major Scales,Ab,0
678102,38910,Flute,Major Scales,Db,0
678103,38910,Flute,Scales,Note Accuracy/Consistency,6
678104,38910,Flute,Scales,Tone Quality,9
678105,38910,Flute,Scales,"Musicality, Tempo, & Style",1
678106,38910,Flute,Sight-Reading,Note Accuracy,1
678107,38910,Flute,Sight-Reading,Rhythmic Accuracy,1
678108,38910,Flute,Sight-Reading,"Musicallity, Tempo & Style",1
678109,38910,Flute,Sight-Reading,Tone Quality,2
678110,38910,Flute,Sight-Reading,Artistry,0
678163,38913,Flute,Lyrical Etude,"Musicallity, Tempo & Style",14
678164,38913,Flute,Lyrical Etude,Tone Quality,12
678165,38913,Flute,Lyrical Etude,Note Accuracy,10
678166,38913,Flute,Lyrical Etude,Rhythmic Accuracy,10
678167,38913,Flute,Lyrical Etude,Artistry,3
678168,38913,Flute,Technical Etude,"Musicallity, Tempo & Style",12
678169,38913,Flute,Technical Etude,Tone Quality,12
678170,38913,Flute,Technical Etude,Note Accuracy,8
678171,38913,Flute,Technical Etude,Rhythmic Accuracy,8
678172,38913,Flute,Technical Etude,Articulation,1
678173,38913,Flute,Chromatic Scale,Chromatic,12
678174,38913,Flute,Major Scales,G,5
678175,38913,Flute,Major Scales,C,5
678176,38913,Flute,Major Scales,F,5
678177,38913,Flute,Major Scales,Bb,5
678178,38913,Flute,Major Scales,Eb,5
678179,38913,Flute,Major Scales,Ab,5
678180,38913,Flute,Major Scales,Db,5
678181,38913,Flute,Scales,Note Accuracy/Consistency,16
678182,38913,Flute,Scales,Tone Quality,10
678183,38913,Flute,Scales,"Musicality, Tempo, & Style",7
678184,38913,Flute,Sight-Reading,Note Accuracy,7
678185,38913,Flute,Sight-Reading,Rhythmic Accuracy,5
678186,38913,Flute,Sight-Reading,"Musicallity, Tempo & Style",5
678187,38913,Flute,Sight-Reading,Tone Quality,2
678188,38913,Flute,Sight-Reading,Artistry,2
641363,38939,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",14
641364,38939,Trumpet,Lyrical Etude,Tone Quality,8
641365,38939,Trumpet,Lyrical Etude,Note Accuracy,8
641366,38939,Trumpet,Lyrical Etude,Rhythmic Accuracy,9
641367,38939,Trumpet,Lyrical Etude,Artistry,4
641368,38939,Trumpet,Technical Etude,"Musicallity, Tempo & Style",15
641369,38939,Trumpet,Technical Etude,Tone Quality,8
641370,38939,Trumpet,Technical Etude,Note Accuracy,8
641371,38939,Trumpet,Technical Etude,Rhythmic Accuracy,8
641372,38939,Trumpet,Technical Etude,Articulation,4
641373,38939,Trumpet,Chromatic Scale,Chromatic,14
641374,38939,Trumpet,Major Scales,G,0
641375,38939,Trumpet,Major Scales,C,0
641376,38939,Trumpet,Major Scales,F,3
641377,38939,Trumpet,Major Scales,Bb,0
641378,38939,Trumpet,Major Scales,Eb,0
641379,38939,Trumpet,Major Scales,Ab,0
641380,38939,Trumpet,Major Scales,Db,0
641381,38939,Trumpet,Scales,Note Accuracy/Consistency,28
641382,38939,Trumpet,Scales,Tone Quality,13
641383,38939,Trumpet,Scales,"Musicality, Tempo, & Style",8
641384,38939,Trumpet,Sight-Reading,Note Accuracy,4
641385,38939,Trumpet,Sight-Reading,Rhythmic Accuracy,2
641386,38939,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",4
641387,38939,Trumpet,Sight-Reading,Tone Quality,4
641388,38939,Trumpet,Sight-Reading,Artistry,3
633906,38940,Euphonium,Lyrical Etude,"Musicallity, Tempo & Style",8
633907,38940,Euphonium,Lyrical Etude,Tone Quality,7
633908,38940,Euphonium,Lyrical Etude,Note Accuracy,7
633909,38940,Euphonium,Lyrical Etude,Rhythmic Accuracy,7
633910,38940,Euphonium,Lyrical Etude,Artistry,2
633911,38940,Euphonium,Technical Etude,"Musicallity, Tempo & Style",10
633912,38940,Euphonium,Technical Etude,Tone Quality,7
633913,38940,Euphonium,Technical Etude,Note Accuracy,6
633914,38940,Euphonium,Technical Etude,Rhythmic Accuracy,7
633915,38940,Euphonium,Technical Etude,Articulation,1
633916,38940,Euphonium,Chromatic Scale,Chromatic,8
633917,38940,Euphonium,Major Scales,G,1
633918,38940,Euphonium,Major Scales,C,0
633919,38940,Euphonium,Major Scales,F,3
633920,38940,Euphonium,Major Scales,Bb,0
633924,38940,Euphonium,Major Scales,Eb,2
633925,38940,Euphonium,Major Scales,Ab,2
633926,38940,Euphonium,Major Scales,Db,0
633927,38940,Euphonium,Scales,Note Accuracy/Consistency,13
633928,38940,Euphonium,Scales,Tone Quality,8
633929,38940,Euphonium,Scales,"Musicality, Tempo, & Style",4
633930,38940,Euphonium,Sight-Reading,Note Accuracy,5
633931,38940,Euphonium,Sight-Reading,Rhythmic Accuracy,3
633932,38940,Euphonium,Sight-Reading,"Musicallity, Tempo & Style",4
633933,38940,Euphonium,Sight-Reading,Tone Quality,2
633934,38940,Euphonium,Sight-Reading,Artistry,1
741213,38941,Tenor Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",6
741214,38941,Tenor Saxophone,Lyrical Etude,Tone Quality,6
741215,38941,Tenor Saxophone,Lyrical Etude,Note Accuracy,9
741216,38941,Tenor Saxophone,Lyrical Etude,Rhythmic Accuracy,8
741217,38941,Tenor Saxophone,Lyrical Etude,Artistry,1
741218,38941,Tenor Saxophone,Technical Etude,"Musicallity, Tempo & Style",6
741219,38941,Tenor Saxophone,Technical Etude,Tone Quality,6
741220,38941,Tenor Saxophone,Technical Etude,Note Accuracy,8
741221,38941,Tenor Saxophone,Technical Etude,Rhythmic Accuracy,8
741222,38941,Tenor Saxophone,Technical Etude,Articulation,1
741223,38941,Tenor Saxophone,Chromatic Scale,Chromatic,7
741224,38941,Tenor Saxophone,Major Scales,G,0
741225,38941,Tenor Saxophone,Major Scales,C,3
741226,38941,Tenor Saxophone,Major Scales,F,0
741227,38941,Tenor Saxophone,Major Scales,Bb,3
741228,38941,Tenor Saxophone,Major Scales,Eb,0
741229,38941,Tenor Saxophone,Major Scales,Ab,0
741230,38941,Tenor Saxophone,Major Scales,Db,3
741231,38941,Tenor Saxophone,Scales,Note Accuracy/Consistency,21
741232,38941,Tenor Saxophone,Scales,Tone Quality,6
741233,38941,Tenor Saxophone,Scales,"Musicality, Tempo, & Style",6
741234,38941,Tenor Saxophone,Sight-Reading,Note Accuracy,6
741235,38941,Tenor Saxophone,Sight-Reading,Rhythmic Accuracy,3
741236,38941,Tenor Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2
741237,38941,Tenor Saxophone,Sight-Reading,Tone Quality,1
741238,38941,Tenor Saxophone,Sight-Reading,Artistry,1
641259,39002,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",18
641260,39002,Trumpet,Lyrical Etude,Tone Quality,13
641261,39002,Trumpet,Lyrical Etude,Note Accuracy,10
641262,39002,Trumpet,Lyrical Etude,Rhythmic Accuracy,9
641263,39002,Trumpet,Lyrical Etude,Artistry,4
641264,39002,Trumpet,Technical Etude,"Musicallity, Tempo & Style",17
641265,39002,Trumpet,Technical Etude,Tone Quality,13
641266,39002,Trumpet,Technical Etude,Note Accuracy,8
641267,39002,Trumpet,Technical Etude,Rhythmic Accuracy,9
641268,39002,Trumpet,Technical Etude,Articulation,4
641269,39002,Trumpet,Chromatic Scale,Chromatic,15
641270,39002,Trumpet,Major Scales,G,5
641271,39002,Trumpet,Major Scales,C,0
641272,39002,Trumpet,Major Scales,F,0
641273,39002,Trumpet,Major Scales,Bb,4
641274,39002,Trumpet,Major Scales,Eb,0
641275,39002,Trumpet,Major Scales,Ab,5
641276,39002,Trumpet,Major Scales,Db,0
641277,39002,Trumpet,Scales,Note Accuracy/Consistency,28
641278,39002,Trumpet,Scales,Tone Quality,13
641279,39002,Trumpet,Scales,"Musicality, Tempo, & Style",10
641280,39002,Trumpet,Sight-Reading,Note Accuracy,8
641281,39002,Trumpet,Sight-Reading,Rhythmic Accuracy,7
641282,39002,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",8
641283,39002,Trumpet,Sight-Reading,Tone Quality,4
641284,39002,Trumpet,Sight-Reading,Artistry,3
641389,39003,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",8
