ScoreID,Student,Instrument,ScoreGroup,Description,Score,RecordingPath
1511671,85985,Bb Clarinet,Sight-Reading,Tone Quality,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85985.mp3
1511672,85985,Bb Clarinet,Sight-Reading,Note Accuracy,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85985.mp3
1511673,85985,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85985.mp3
1511674,85985,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",4,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85985.mp3
1521242,85991,Bassoon,Lyrical Etude,Tone Quality,18,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521243,85991,Bassoon,Lyrical Etude,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521248,85991,Bassoon,Lyrical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521249,85991,Bassoon,Lyrical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521255,85991,Bassoon,Technical Etude,Tone Quality,18,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521256,85991,Bassoon,Technical Etude,Note Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521257,85991,Bassoon,Technical Etude,Rhythmic Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521258,85991,Bassoon,Technical Etude,"Musicallity, Tempo & Style",6,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521264,85991,Bassoon,Chromatic Scale,Chromatic Scale,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521265,85991,Bassoon,Major Scales,C,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521272,85991,Bassoon,Major Scales,F,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521273,85991,Bassoon,Major Scales,Bb,4,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521278,85991,Bassoon,Major Scales,Eb,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521279,85991,Bassoon,Major Scales,Ab,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521280,85991,Bassoon,Major Scales,Db,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521281,85991,Bassoon,Major Scales,Gb,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521286,85991,Bassoon,Major Scales,B,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521287,85991,Bassoon,Major Scales,E,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521288,85991,Bassoon,Major Scales,A,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521289,85991,Bassoon,Major Scales,D,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521290,85991,Bassoon,Major Scales,G,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521294,85991,Bassoon,Sight-Reading,Tone Quality,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521295,85991,Bassoon,Sight-Reading,Note Accuracy,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521296,85991,Bassoon,Sight-Reading,Rhythmic Accuracy,0,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1521297,85991,Bassoon,Sight-Reading,"Musicallity, Tempo & Style",1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85991.mp3
1453201,85994,Flute,Lyrical Etude,Tone Quality,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453202,85994,Flute,Lyrical Etude,Note Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453203,85994,Flute,Lyrical Etude,Rhythmic Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453204,85994,Flute,Lyrical Etude,"Musicallity, Tempo & Style",10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453205,85994,Flute,Technical Etude,Tone Quality,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453206,85994,Flute,Technical Etude,Note Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453207,85994,Flute,Technical Etude,Rhythmic Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453208,85994,Flute,Technical Etude,"Musicallity, Tempo & Style",10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453209,85994,Flute,Chromatic Scale,Chromatic Scale,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453210,85994,Flute,Major Scales,C,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453211,85994,Flute,Major Scales,F,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453212,85994,Flute,Major Scales,Bb,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453213,85994,Flute,Major Scales,Eb,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453214,85994,Flute,Major Scales,Ab,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453215,85994,Flute,Major Scales,Db,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453216,85994,Flute,Major Scales,Gb,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453217,85994,Flute,Major Scales,B,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453218,85994,Flute,Major Scales,E,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453219,85994,Flute,Major Scales,A,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453220,85994,Flute,Major Scales,D,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453221,85994,Flute,Major Scales,G,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453222,85994,Flute,Sight-Reading,Tone Quality,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453223,85994,Flute,Sight-Reading,Note Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453224,85994,Flute,Sight-Reading,Rhythmic Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1453225,85994,Flute,Sight-Reading,"Musicallity, Tempo & Style",3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85994.mp3
1554161,85998,Oboe,Lyrical Etude,Tone Quality,16,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555632,85998,Oboe,Lyrical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555633,85998,Oboe,Lyrical Etude,Rhythmic Accuracy,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555634,85998,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",13,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555635,85998,Oboe,Technical Etude,Tone Quality,16,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555636,85998,Oboe,Technical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555637,85998,Oboe,Technical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555638,85998,Oboe,Technical Etude,"Musicallity, Tempo & Style",10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555639,85998,Oboe,Chromatic Scale,Chromatic Scale,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555640,85998,Oboe,Major Scales,C,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555641,85998,Oboe,Major Scales,F,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555642,85998,Oboe,Major Scales,Bb,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555643,85998,Oboe,Major Scales,Eb,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555644,85998,Oboe,Major Scales,Ab,4,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555645,85998,Oboe,Major Scales,Db,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555646,85998,Oboe,Major Scales,Gb,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555647,85998,Oboe,Major Scales,B,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555648,85998,Oboe,Major Scales,E,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555649,85998,Oboe,Major Scales,A,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555650,85998,Oboe,Major Scales,D,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555651,85998,Oboe,Major Scales,G,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555652,85998,Oboe,Sight-Reading,Tone Quality,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555653,85998,Oboe,Sight-Reading,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555654,85998,Oboe,Sight-Reading,Rhythmic Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1555655,85998,Oboe,Sight-Reading,"Musicallity, Tempo & Style",3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/85998.mp3
1445270,86005,Flute,Lyrical Etude,Tone Quality,16,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445271,86005,Flute,Lyrical Etude,Note Accuracy,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445272,86005,Flute,Lyrical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445273,86005,Flute,Lyrical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445274,86005,Flute,Technical Etude,Tone Quality,16,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445275,86005,Flute,Technical Etude,Note Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445276,86005,Flute,Technical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445277,86005,Flute,Technical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445278,86005,Flute,Chromatic Scale,Chromatic Scale,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445279,86005,Flute,Major Scales,C,13,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445280,86005,Flute,Major Scales,F,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445281,86005,Flute,Major Scales,Bb,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445282,86005,Flute,Major Scales,Eb,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445283,86005,Flute,Major Scales,Ab,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445284,86005,Flute,Major Scales,Db,12,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445285,86005,Flute,Major Scales,Gb,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445286,86005,Flute,Major Scales,B,11,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445287,86005,Flute,Major Scales,E,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445288,86005,Flute,Major Scales,A,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445289,86005,Flute,Major Scales,D,14,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445290,86005,Flute,Major Scales,G,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445291,86005,Flute,Sight-Reading,Tone Quality,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445292,86005,Flute,Sight-Reading,Note Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445293,86005,Flute,Sight-Reading,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1445294,86005,Flute,Sight-Reading,"Musicallity, Tempo & Style",8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86005.mp3
1459065,86023,Alto Saxophone,Lyrical Etude,Tone Quality,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459066,86023,Alto Saxophone,Lyrical Etude,Note Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459067,86023,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459068,86023,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459069,86023,Alto Saxophone,Technical Etude,Tone Quality,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459070,86023,Alto Saxophone,Technical Etude,Note Accuracy,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459071,86023,Alto Saxophone,Technical Etude,Rhythmic Accuracy,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459072,86023,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459073,86023,Alto Saxophone,Chromatic Scale,Chromatic Scale,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459074,86023,Alto Saxophone,Major Scales,C,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459075,86023,Alto Saxophone,Major Scales,F,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459076,86023,Alto Saxophone,Major Scales,Bb,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459077,86023,Alto Saxophone,Major Scales,Eb,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459078,86023,Alto Saxophone,Major Scales,Ab,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459079,86023,Alto Saxophone,Major Scales,Db,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459080,86023,Alto Saxophone,Major Scales,Gb,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459081,86023,Alto Saxophone,Major Scales,B,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459082,86023,Alto Saxophone,Major Scales,E,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459083,86023,Alto Saxophone,Major Scales,A,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459084,86023,Alto Saxophone,Major Scales,D,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459085,86023,Alto Saxophone,Major Scales,G,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459086,86023,Alto Saxophone,Sight-Reading,Tone Quality,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459087,86023,Alto Saxophone,Sight-Reading,Note Accuracy,2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459088,86023,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,1,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1459089,86023,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86023.mp3
1516355,86100,Trombone,Lyrical Etude,Tone Quality,10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516356,86100,Trombone,Lyrical Etude,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516373,86100,Trombone,Lyrical Etude,Rhythmic Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516374,86100,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",12,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516385,86100,Trombone,Technical Etude,Tone Quality,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516386,86100,Trombone,Technical Etude,Note Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516387,86100,Trombone,Technical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516388,86100,Trombone,Technical Etude,"Musicallity, Tempo & Style",10,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516389,86100,Trombone,Chromatic Scale,Chromatic Scale,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516396,86100,Trombone,Major Scales,C,8,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516403,86100,Trombone,Major Scales,F,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516404,86100,Trombone,Major Scales,Bb,9,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
1516415,86100,Trombone,Major Scales,Eb,7,https://flmusiced.org/mpaonline/AudioFiles/2018-2019/AllStateAuditions/86100.mp3
