ScoreID,Student,Instrument,ScoreGroup,Description,JudgeID,Score,RecordingPath
2324078,116683,Oboe,Technical Etude,"Musicality, Tempo & Style",01ED9F63-825D-49AC-8DBB-E3A852AEE41E,18,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324079,116683,Oboe,Chromatic Scale,Chromatic Scale,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,15,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232096,116683,Oboe,Chromatic Scale,Chromatic Scale,26ed2ece-f56b-4046-9857-6b61cfa7b63e,15,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232097,116683,Oboe,Major Scales,G,26ed2ece-f56b-4046-9857-6b61cfa7b63e,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324080,116683,Oboe,Major Scales,G,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324081,116683,Oboe,Major Scales,C,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232098,116683,Oboe,Major Scales,C,26ed2ece-f56b-4046-9857-6b61cfa7b63e,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232099,116683,Oboe,Major Scales,F,26ed2ece-f56b-4046-9857-6b61cfa7b63e,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324082,116683,Oboe,Major Scales,F,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232100,116683,Oboe,Major Scales,Bb,26ed2ece-f56b-4046-9857-6b61cfa7b63e,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324083,116683,Oboe,Major Scales,Bb,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324084,116683,Oboe,Major Scales,Eb,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232101,116683,Oboe,Major Scales,Eb,26ed2ece-f56b-4046-9857-6b61cfa7b63e,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324085,116683,Oboe,Major Scales,Ab,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232102,116683,Oboe,Major Scales,Ab,26ed2ece-f56b-4046-9857-6b61cfa7b63e,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324086,116683,Oboe,Major Scales,Db,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2232103,116683,Oboe,Major Scales,Db,26ed2ece-f56b-4046-9857-6b61cfa7b63e,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324115,116683,Oboe,Sight-Reading,Tone Quality,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2261400,116683,Oboe,Sight-Reading,Tone Quality,26ed2ece-f56b-4046-9857-6b61cfa7b63e,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324116,116683,Oboe,Sight-Reading,Note Accuracy,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2261401,116683,Oboe,Sight-Reading,Note Accuracy,26ed2ece-f56b-4046-9857-6b61cfa7b63e,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2261402,116683,Oboe,Sight-Reading,Rhythmic Accuracy,26ed2ece-f56b-4046-9857-6b61cfa7b63e,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324117,116683,Oboe,Sight-Reading,Rhythmic Accuracy,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2261403,116683,Oboe,Sight-Reading,"Musicallity, Tempo & Style",26ed2ece-f56b-4046-9857-6b61cfa7b63e,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2324118,116683,Oboe,Sight-Reading,"Musicallity, Tempo & Style",01ED9F63-825D-49AC-8DBB-E3A852AEE41E,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116683_1e18fffc.mp3
2248679,116688,Percussion,Mallet Etude,Note Accuracy & Tone,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243236,116688,Percussion,Mallet Etude,Note Accuracy & Tone,FD0BA71B-417F-40CB-880B-AB92F5C774F0,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248680,116688,Percussion,Mallet Etude,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243237,116688,Percussion,Mallet Etude,Rhythmic Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243238,116688,Percussion,Mallet Etude,"Musicality, Tempo, & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,12,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248681,116688,Percussion,Mallet Etude,"Musicality, Tempo, & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,17,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243239,116688,Percussion,Snare Etude,Rudimental Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248682,116688,Percussion,Snare Etude,Rudimental Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243240,116688,Percussion,Snare Etude,Rhythmic Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248683,116688,Percussion,Snare Etude,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248684,116688,Percussion,Snare Etude,"Musicality, Tempo, & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,16,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243241,116688,Percussion,Snare Etude,"Musicality, Tempo, & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,11,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243242,116688,Percussion,Timpani Etude,Tuning Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248689,116688,Percussion,Timpani Etude,Tuning Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243243,116688,Percussion,Timpani Etude,Rhythmic Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248690,116688,Percussion,Timpani Etude,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248691,116688,Percussion,Timpani Etude,"Musicality, Tempo, & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,17,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2243244,116688,Percussion,Timpani Etude,"Musicality, Tempo, & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,16,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248717,116688,Percussion,Chromatic Scale,Chromatic Scale,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245400,116688,Percussion,Chromatic Scale,Chromatic Scale,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245401,116688,Percussion,Major Scales,G,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248718,116688,Percussion,Major Scales,G,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248719,116688,Percussion,Major Scales,C,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245402,116688,Percussion,Major Scales,C,FD0BA71B-417F-40CB-880B-AB92F5C774F0,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245403,116688,Percussion,Major Scales,F,FD0BA71B-417F-40CB-880B-AB92F5C774F0,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248720,116688,Percussion,Major Scales,F,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248721,116688,Percussion,Major Scales,Bb,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245404,116688,Percussion,Major Scales,Bb,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248722,116688,Percussion,Major Scales,Eb,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245405,116688,Percussion,Major Scales,Eb,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248723,116688,Percussion,Major Scales,Ab,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245406,116688,Percussion,Major Scales,Ab,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245407,116688,Percussion,Major Scales,Db,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248724,116688,Percussion,Major Scales,Db,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245408,116688,Percussion,Reading-Mallet,Note Accuracy & Tone,FD0BA71B-417F-40CB-880B-AB92F5C774F0,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248938,116688,Percussion,Reading-Mallet,Note Accuracy & Tone,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245409,116688,Percussion,Reading-Mallet,Rhythmic Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248939,116688,Percussion,Reading-Mallet,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248940,116688,Percussion,Reading-Mallet,"Musicality, Tempo & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245410,116688,Percussion,Reading-Mallet,"Musicality, Tempo & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248941,116688,Percussion,Reading-Snare,Note Accuracy & Tone,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245415,116688,Percussion,Reading-Snare,Note Accuracy & Tone,FD0BA71B-417F-40CB-880B-AB92F5C774F0,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245416,116688,Percussion,Reading-Snare,Rhythmic Accuracy,FD0BA71B-417F-40CB-880B-AB92F5C774F0,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248942,116688,Percussion,Reading-Snare,Rhythmic Accuracy,03ebe34f-f06d-42ef-a1c0-6f0aaae76911,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2245417,116688,Percussion,Reading-Snare,"Musicality, Tempo, & Style",FD0BA71B-417F-40CB-880B-AB92F5C774F0,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2248943,116688,Percussion,Reading-Snare,"Musicality, Tempo, & Style",03ebe34f-f06d-42ef-a1c0-6f0aaae76911,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116688.mp3
2326482,116700,Tuba,Lyrical Etude,Tone Quality,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230082,116700,Tuba,Lyrical Etude,Tone Quality,86300316-f413-43d7-bb5f-0cf379d12ca3,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230083,116700,Tuba,Lyrical Etude,Note Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326483,116700,Tuba,Lyrical Etude,Note Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230084,116700,Tuba,Lyrical Etude,Rhythmic Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326484,116700,Tuba,Lyrical Etude,Rhythmic Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326485,116700,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230085,116700,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",86300316-f413-43d7-bb5f-0cf379d12ca3,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326486,116700,Tuba,Technical Etude,Tone Quality,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230086,116700,Tuba,Technical Etude,Tone Quality,86300316-f413-43d7-bb5f-0cf379d12ca3,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326487,116700,Tuba,Technical Etude,Note Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230087,116700,Tuba,Technical Etude,Note Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230088,116700,Tuba,Technical Etude,Rhythmic Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326488,116700,Tuba,Technical Etude,Rhythmic Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230089,116700,Tuba,Technical Etude,"Musicality, Tempo & Style",86300316-f413-43d7-bb5f-0cf379d12ca3,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326489,116700,Tuba,Technical Etude,"Musicality, Tempo & Style",CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,8,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326490,116700,Tuba,Chromatic Scale,Chromatic Scale,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230090,116700,Tuba,Chromatic Scale,Chromatic Scale,86300316-f413-43d7-bb5f-0cf379d12ca3,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230091,116700,Tuba,Major Scales,G,86300316-f413-43d7-bb5f-0cf379d12ca3,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326491,116700,Tuba,Major Scales,G,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326492,116700,Tuba,Major Scales,C,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230092,116700,Tuba,Major Scales,C,86300316-f413-43d7-bb5f-0cf379d12ca3,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230093,116700,Tuba,Major Scales,F,86300316-f413-43d7-bb5f-0cf379d12ca3,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326493,116700,Tuba,Major Scales,F,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230094,116700,Tuba,Major Scales,Bb,86300316-f413-43d7-bb5f-0cf379d12ca3,7,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326494,116700,Tuba,Major Scales,Bb,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230095,116700,Tuba,Major Scales,Eb,86300316-f413-43d7-bb5f-0cf379d12ca3,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326495,116700,Tuba,Major Scales,Eb,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326496,116700,Tuba,Major Scales,Ab,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230096,116700,Tuba,Major Scales,Ab,86300316-f413-43d7-bb5f-0cf379d12ca3,6,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326497,116700,Tuba,Major Scales,Db,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2230097,116700,Tuba,Major Scales,Db,86300316-f413-43d7-bb5f-0cf379d12ca3,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2318055,116700,Tuba,Sight-Reading,Tone Quality,86300316-f413-43d7-bb5f-0cf379d12ca3,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326498,116700,Tuba,Sight-Reading,Tone Quality,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,5,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326499,116700,Tuba,Sight-Reading,Note Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2318056,116700,Tuba,Sight-Reading,Note Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326500,116700,Tuba,Sight-Reading,Rhythmic Accuracy,CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2318057,116700,Tuba,Sight-Reading,Rhythmic Accuracy,86300316-f413-43d7-bb5f-0cf379d12ca3,2,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2318058,116700,Tuba,Sight-Reading,"Musicallity, Tempo & Style",86300316-f413-43d7-bb5f-0cf379d12ca3,4,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2326501,116700,Tuba,Sight-Reading,"Musicallity, Tempo & Style",CDF5F761-4B0E-4461-BB0F-6FA2EDD28C85,3,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116700_e6a632da.mp3
2324174,116701,Oboe,Lyrical Etude,Tone Quality,01ED9F63-825D-49AC-8DBB-E3A852AEE41E,10,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116701_15360458.mp3
2232104,116701,Oboe,Lyrical Etude,Tone Quality,26ed2ece-f56b-4046-9857-6b61cfa7b63e,14,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116701_15360458.mp3
2232105,116701,Oboe,Lyrical Etude,Note Accuracy,26ed2ece-f56b-4046-9857-6b61cfa7b63e,9,https://flmusiced.org/mpaonline/AudioFiles/2021-2022/AllStateAuditions/116701_15360458.mp3
