ScoreID,Student,Instrument,ScoreGroup,Description,Score,MaxScore,NormalizedScore
870004,51295,Tuba,Major Scales,F,5,15.0,0.3333333333333333
870005,51295,Tuba,Major Scales,Bb,6,15.0,0.4
870006,51295,Tuba,Major Scales,Eb,7,15.0,0.4666666666666667
870007,51295,Tuba,Major Scales,Ab,6,15.0,0.4
870008,51295,Tuba,Major Scales,Db,5,15.0,0.3333333333333333
870009,51295,Tuba,Sight-Reading,Tone Quality,5,10.0,0.5
870010,51295,Tuba,Sight-Reading,Note Accuracy,4,10.0,0.4
870011,51295,Tuba,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
870012,51295,Tuba,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
856398,51298,French Horn,Lyrical Etude,Tone Quality,16,20.0,0.8
856399,51298,French Horn,Lyrical Etude,Note Accuracy,6,10.0,0.6
856400,51298,French Horn,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
856401,51298,French Horn,Lyrical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
856402,51298,French Horn,Technical Etude,Tone Quality,17,20.0,0.85
856403,51298,French Horn,Technical Etude,Note Accuracy,7,10.0,0.7
856404,51298,French Horn,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
856405,51298,French Horn,Technical Etude,"Musicality, Tempo, & Style",17,20.0,0.85
856406,51298,French Horn,Chromatic Scale,Chromatic Scale,13,15.0,0.8666666666666667
856407,51298,French Horn,Major Scales,G,9,15.0,0.6
856408,51298,French Horn,Major Scales,C,8,15.0,0.5333333333333333
856409,51298,French Horn,Major Scales,F,7,15.0,0.4666666666666667
856410,51298,French Horn,Major Scales,Bb,10,15.0,0.6666666666666666
856411,51298,French Horn,Major Scales,Eb,8,15.0,0.5333333333333333
856412,51298,French Horn,Major Scales,Ab,9,15.0,0.6
856413,51298,French Horn,Major Scales,Db,9,15.0,0.6
856439,51298,French Horn,Sight-Reading,Tone Quality,7,10.0,0.7
856440,51298,French Horn,Sight-Reading,Note Accuracy,5,10.0,0.5
856441,51298,French Horn,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
856442,51298,French Horn,Sight-Reading,"Musicality, Tempo, & Style",6,10.0,0.6
936013,51299,Piccolo,Technical Etude,Tone Quality,13,20.0,0.65
938564,51299,Piccolo,Technical Etude,Note Accuracy,8,10.0,0.8
938565,51299,Piccolo,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
936077,51299,Piccolo,Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
935967,51299,Piccolo,Chromatic Scale,Chromatic Scale,9,15.0,0.6
860147,51300,Flute,Lyrical Etude,Tone Quality,15,20.0,0.75
860148,51300,Flute,Lyrical Etude,Note Accuracy,10,10.0,1.0
860149,51300,Flute,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
860150,51300,Flute,Lyrical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
860164,51300,Flute,Technical Etude,Tone Quality,16,20.0,0.8
860165,51300,Flute,Technical Etude,Note Accuracy,10,10.0,1.0
860166,51300,Flute,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
860167,51300,Flute,Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
860168,51300,Flute,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
860169,51300,Flute,Major Scales,G,8,15.0,0.5333333333333333
860170,51300,Flute,Major Scales,C,12,15.0,0.8
860171,51300,Flute,Major Scales,F,8,15.0,0.5333333333333333
860172,51300,Flute,Major Scales,Bb,9,15.0,0.6
860173,51300,Flute,Major Scales,Eb,9,15.0,0.6
860174,51300,Flute,Major Scales,Ab,7,15.0,0.4666666666666667
860175,51300,Flute,Major Scales,Db,8,15.0,0.5333333333333333
860176,51300,Flute,Sight-Reading,Tone Quality,7,10.0,0.7
860177,51300,Flute,Sight-Reading,Note Accuracy,8,10.0,0.8
860178,51300,Flute,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
860179,51300,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
885756,51319,Alto Saxophone,Lyrical Etude,Tone Quality,8,20.0,0.4
885757,51319,Alto Saxophone,Lyrical Etude,Note Accuracy,9,10.0,0.9
885758,51319,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
885759,51319,Alto Saxophone,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
885760,51319,Alto Saxophone,Technical Etude,Tone Quality,9,20.0,0.45
885761,51319,Alto Saxophone,Technical Etude,Note Accuracy,10,10.0,1.0
885762,51319,Alto Saxophone,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
885763,51319,Alto Saxophone,Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
885764,51319,Alto Saxophone,Chromatic Scale,Chromatic Scale,12,15.0,0.8
885765,51319,Alto Saxophone,Major Scales,G,8,15.0,0.5333333333333333
885766,51319,Alto Saxophone,Major Scales,C,5,15.0,0.3333333333333333
885767,51319,Alto Saxophone,Major Scales,F,7,15.0,0.4666666666666667
885768,51319,Alto Saxophone,Major Scales,Bb,4,15.0,0.26666666666666666
885769,51319,Alto Saxophone,Major Scales,Eb,8,15.0,0.5333333333333333
885770,51319,Alto Saxophone,Major Scales,Ab,8,15.0,0.5333333333333333
885771,51319,Alto Saxophone,Major Scales,Db,7,15.0,0.4666666666666667
885772,51319,Alto Saxophone,Sight-Reading,Tone Quality,6,10.0,0.6
885773,51319,Alto Saxophone,Sight-Reading,Note Accuracy,8,10.0,0.8
885774,51319,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
885775,51319,Alto Saxophone,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
864269,51323,Euphonium,Lyrical Etude,Tone Quality,11,20.0,0.55
864270,51323,Euphonium,Lyrical Etude,Note Accuracy,7,10.0,0.7
864271,51323,Euphonium,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
864272,51323,Euphonium,Lyrical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
864273,51323,Euphonium,Technical Etude,Tone Quality,10,20.0,0.5
864274,51323,Euphonium,Technical Etude,Note Accuracy,7,10.0,0.7
864275,51323,Euphonium,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
864276,51323,Euphonium,Technical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
864277,51323,Euphonium,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
864278,51323,Euphonium,Major Scales,G,6,15.0,0.4
864279,51323,Euphonium,Major Scales,C,3,15.0,0.2
864280,51323,Euphonium,Major Scales,F,6,15.0,0.4
864281,51323,Euphonium,Major Scales,Bb,3,15.0,0.2
864282,51323,Euphonium,Major Scales,Eb,6,15.0,0.4
864283,51323,Euphonium,Major Scales,Ab,5,15.0,0.3333333333333333
864284,51323,Euphonium,Major Scales,Db,3,15.0,0.2
864285,51323,Euphonium,Sight-Reading,Tone Quality,5,10.0,0.5
864286,51323,Euphonium,Sight-Reading,Note Accuracy,6,10.0,0.6
864287,51323,Euphonium,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
864288,51323,Euphonium,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
860193,51335,Flute,Lyrical Etude,Tone Quality,12,20.0,0.6
860194,51335,Flute,Lyrical Etude,Note Accuracy,10,10.0,1.0
860195,51335,Flute,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
860196,51335,Flute,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
860210,51335,Flute,Technical Etude,Tone Quality,13,20.0,0.65
860211,51335,Flute,Technical Etude,Note Accuracy,8,10.0,0.8
860212,51335,Flute,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
860213,51335,Flute,Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
860214,51335,Flute,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
860215,51335,Flute,Major Scales,G,7,15.0,0.4666666666666667
860216,51335,Flute,Major Scales,C,6,15.0,0.4
860217,51335,Flute,Major Scales,F,7,15.0,0.4666666666666667
860218,51335,Flute,Major Scales,Bb,7,15.0,0.4666666666666667
860219,51335,Flute,Major Scales,Eb,3,15.0,0.2
860220,51335,Flute,Major Scales,Ab,6,15.0,0.4
860221,51335,Flute,Major Scales,Db,6,15.0,0.4
860222,51335,Flute,Sight-Reading,Tone Quality,4,10.0,0.4
860223,51335,Flute,Sight-Reading,Note Accuracy,7,10.0,0.7
860224,51335,Flute,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
860225,51335,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
855811,51336,Bb Clarinet,Lyrical Etude,Tone Quality,15,20.0,0.75
855812,51336,Bb Clarinet,Lyrical Etude,Note Accuracy,10,10.0,1.0
855813,51336,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
855814,51336,Bb Clarinet,Lyrical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
855815,51336,Bb Clarinet,Technical Etude,Tone Quality,16,20.0,0.8
855816,51336,Bb Clarinet,Technical Etude,Note Accuracy,10,10.0,1.0
855817,51336,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
855818,51336,Bb Clarinet,Technical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
854426,51336,Bb Clarinet,Chromatic Scale,Chromatic Scale,15,15.0,1.0
854427,51336,Bb Clarinet,Major Scales,G,10,15.0,0.6666666666666666
854428,51336,Bb Clarinet,Major Scales,C,10,15.0,0.6666666666666666
854429,51336,Bb Clarinet,Major Scales,F,15,15.0,1.0
854430,51336,Bb Clarinet,Major Scales,Bb,10,15.0,0.6666666666666666
854431,51336,Bb Clarinet,Major Scales,Eb,15,15.0,1.0
854432,51336,Bb Clarinet,Major Scales,Ab,10,15.0,0.6666666666666666
854433,51336,Bb Clarinet,Major Scales,Db,10,15.0,0.6666666666666666
854434,51336,Bb Clarinet,Sight-Reading,Tone Quality,8,10.0,0.8
854435,51336,Bb Clarinet,Sight-Reading,Note Accuracy,9,10.0,0.9
854436,51336,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
854437,51336,Bb Clarinet,Sight-Reading,"Musicality, Tempo, & Style",7,10.0,0.7
860239,51337,Flute,Lyrical Etude,Tone Quality,8,20.0,0.4
860240,51337,Flute,Lyrical Etude,Note Accuracy,9,10.0,0.9
860241,51337,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
860242,51337,Flute,Lyrical Etude,"Musicality, Tempo, & Style",6,20.0,0.3
860256,51337,Flute,Technical Etude,Tone Quality,8,20.0,0.4
860257,51337,Flute,Technical Etude,Note Accuracy,10,10.0,1.0
860258,51337,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
860259,51337,Flute,Technical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
860312,51337,Flute,Chromatic Scale,Chromatic Scale,5,15.0,0.3333333333333333
860313,51337,Flute,Major Scales,G,7,15.0,0.4666666666666667
860314,51337,Flute,Major Scales,C,9,15.0,0.6
860315,51337,Flute,Major Scales,F,6,15.0,0.4
860316,51337,Flute,Major Scales,Bb,6,15.0,0.4
860317,51337,Flute,Major Scales,Eb,6,15.0,0.4
860331,51337,Flute,Major Scales,Ab,5,15.0,0.3333333333333333
860332,51337,Flute,Major Scales,Db,6,15.0,0.4
860333,51337,Flute,Sight-Reading,Tone Quality,6,10.0,0.6
860334,51337,Flute,Sight-Reading,Note Accuracy,8,10.0,0.8
860335,51337,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
860336,51337,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
854281,51338,Oboe,Lyrical Etude,Tone Quality,2,20.0,0.1
854282,51338,Oboe,Lyrical Etude,Note Accuracy,1,10.0,0.1
854283,51338,Oboe,Lyrical Etude,Rhythmic Accuracy,2,10.0,0.2
854284,51338,Oboe,Lyrical Etude,"Musicality, Tempo, & Style",0,20.0,0.0
854285,51338,Oboe,Technical Etude,Tone Quality,2,20.0,0.1
854286,51338,Oboe,Technical Etude,Note Accuracy,0,10.0,0.0
854287,51338,Oboe,Technical Etude,Rhythmic Accuracy,2,10.0,0.2
854288,51338,Oboe,Technical Etude,"Musicality, Tempo, & Style",2,20.0,0.1
854289,51338,Oboe,Chromatic Scale,Chromatic Scale,1,15.0,0.06666666666666667
935608,51338,Oboe,Major Scales,G,0,15.0,0.0
935609,51338,Oboe,Major Scales,C,0,15.0,0.0
935610,51338,Oboe,Major Scales,F,0,15.0,0.0
935611,51338,Oboe,Major Scales,Bb,0,15.0,0.0
935612,51338,Oboe,Major Scales,Eb,0,15.0,0.0
935613,51338,Oboe,Major Scales,Ab,0,15.0,0.0
935614,51338,Oboe,Major Scales,Db,0,15.0,0.0
935615,51338,Oboe,Sight-Reading,Tone Quality,0,10.0,0.0
935616,51338,Oboe,Sight-Reading,Note Accuracy,0,10.0,0.0
935617,51338,Oboe,Sight-Reading,Rhythmic Accuracy,0,10.0,0.0
935618,51338,Oboe,Sight-Reading,"Musicality, Tempo, & Style",0,10.0,0.0
855819,51356,Bb Clarinet,Lyrical Etude,Tone Quality,10,20.0,0.5
855820,51356,Bb Clarinet,Lyrical Etude,Note Accuracy,9,10.0,0.9
855821,51356,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
855822,51356,Bb Clarinet,Lyrical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
855823,51356,Bb Clarinet,Technical Etude,Tone Quality,7,20.0,0.35
855824,51356,Bb Clarinet,Technical Etude,Note Accuracy,5,10.0,0.5
855825,51356,Bb Clarinet,Technical Etude,Rhythmic Accuracy,2,10.0,0.2
855826,51356,Bb Clarinet,Technical Etude,"Musicality, Tempo, & Style",1,20.0,0.05
854448,51356,Bb Clarinet,Chromatic Scale,Chromatic Scale,3,15.0,0.2
854449,51356,Bb Clarinet,Major Scales,G,0,15.0,0.0
854450,51356,Bb Clarinet,Major Scales,C,0,15.0,0.0
854451,51356,Bb Clarinet,Major Scales,F,0,15.0,0.0
854452,51356,Bb Clarinet,Major Scales,Bb,0,15.0,0.0
854453,51356,Bb Clarinet,Major Scales,Eb,0,15.0,0.0
854454,51356,Bb Clarinet,Major Scales,Ab,0,15.0,0.0
854455,51356,Bb Clarinet,Major Scales,Db,0,15.0,0.0
854456,51356,Bb Clarinet,Sight-Reading,Tone Quality,1,10.0,0.1
854457,51356,Bb Clarinet,Sight-Reading,Note Accuracy,1,10.0,0.1
854458,51356,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,0,10.0,0.0
854459,51356,Bb Clarinet,Sight-Reading,"Musicality, Tempo, & Style",0,10.0,0.0
934479,51362,Oboe,Lyrical Etude,Tone Quality,10,20.0,0.5
934480,51362,Oboe,Lyrical Etude,Note Accuracy,5,10.0,0.5
934481,51362,Oboe,Lyrical Etude,Rhythmic Accuracy,5,10.0,0.5
934482,51362,Oboe,Lyrical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
934483,51362,Oboe,Technical Etude,Tone Quality,8,20.0,0.4
934484,51362,Oboe,Technical Etude,Note Accuracy,0,10.0,0.0
934485,51362,Oboe,Technical Etude,Rhythmic Accuracy,0,10.0,0.0
934486,51362,Oboe,Technical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
934487,51362,Oboe,Chromatic Scale,Chromatic Scale,5,15.0,0.3333333333333333
934488,51362,Oboe,Major Scales,G,3,15.0,0.2
934489,51362,Oboe,Major Scales,C,5,15.0,0.3333333333333333
934490,51362,Oboe,Major Scales,F,3,15.0,0.2
934491,51362,Oboe,Major Scales,Bb,5,15.0,0.3333333333333333
934492,51362,Oboe,Major Scales,Eb,3,15.0,0.2
934493,51362,Oboe,Major Scales,Ab,3,15.0,0.2
934494,51362,Oboe,Major Scales,Db,5,15.0,0.3333333333333333
934495,51362,Oboe,Sight-Reading,Tone Quality,2,10.0,0.2
934496,51362,Oboe,Sight-Reading,Note Accuracy,2,10.0,0.2
934497,51362,Oboe,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
934498,51362,Oboe,Sight-Reading,"Musicality, Tempo, & Style",0,10.0,0.0
885776,51366,Alto Saxophone,Lyrical Etude,Tone Quality,12,20.0,0.6
885777,51366,Alto Saxophone,Lyrical Etude,Note Accuracy,10,10.0,1.0
885778,51366,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
885779,51366,Alto Saxophone,Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
885780,51366,Alto Saxophone,Technical Etude,Tone Quality,12,20.0,0.6
885781,51366,Alto Saxophone,Technical Etude,Note Accuracy,10,10.0,1.0
885782,51366,Alto Saxophone,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
885783,51366,Alto Saxophone,Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
885784,51366,Alto Saxophone,Chromatic Scale,Chromatic Scale,12,15.0,0.8
885785,51366,Alto Saxophone,Major Scales,G,9,15.0,0.6
885786,51366,Alto Saxophone,Major Scales,C,4,15.0,0.26666666666666666
885787,51366,Alto Saxophone,Major Scales,F,9,15.0,0.6
885788,51366,Alto Saxophone,Major Scales,Bb,4,15.0,0.26666666666666666
885789,51366,Alto Saxophone,Major Scales,Eb,9,15.0,0.6
885790,51366,Alto Saxophone,Major Scales,Ab,10,15.0,0.6666666666666666
885791,51366,Alto Saxophone,Major Scales,Db,9,15.0,0.6
885792,51366,Alto Saxophone,Sight-Reading,Tone Quality,8,10.0,0.8
885793,51366,Alto Saxophone,Sight-Reading,Note Accuracy,9,10.0,0.9
885794,51366,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,9,10.0,0.9
885795,51366,Alto Saxophone,Sight-Reading,"Musicality, Tempo, & Style",7,10.0,0.7
928058,51367,Bass Clarinet,Lyrical Etude,Tone Quality,16,20.0,0.8
928059,51367,Bass Clarinet,Lyrical Etude,Note Accuracy,10,10.0,1.0
928060,51367,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
928061,51367,Bass Clarinet,Lyrical Etude,"Musicality, Tempo, & Style",17,20.0,0.85
928062,51367,Bass Clarinet,Technical Etude,Tone Quality,16,20.0,0.8
928063,51367,Bass Clarinet,Technical Etude,Note Accuracy,10,10.0,1.0
928064,51367,Bass Clarinet,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
928065,51367,Bass Clarinet,Technical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
928066,51367,Bass Clarinet,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
928067,51367,Bass Clarinet,Major Scales,G,5,15.0,0.3333333333333333
928068,51367,Bass Clarinet,Major Scales,C,5,15.0,0.3333333333333333
928069,51367,Bass Clarinet,Major Scales,F,9,15.0,0.6
928070,51367,Bass Clarinet,Major Scales,Bb,5,15.0,0.3333333333333333
928071,51367,Bass Clarinet,Major Scales,Eb,10,15.0,0.6666666666666666
928072,51367,Bass Clarinet,Major Scales,Ab,10,15.0,0.6666666666666666
928073,51367,Bass Clarinet,Major Scales,Db,9,15.0,0.6
928074,51367,Bass Clarinet,Sight-Reading,Tone Quality,7,10.0,0.7
928075,51367,Bass Clarinet,Sight-Reading,Note Accuracy,7,10.0,0.7
928076,51367,Bass Clarinet,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
928077,51367,Bass Clarinet,Sight-Reading,"Musicality, Tempo, & Style",0,10.0,0.0
860337,51368,Flute,Lyrical Etude,Tone Quality,14,20.0,0.7
860338,51368,Flute,Lyrical Etude,Note Accuracy,10,10.0,1.0
860339,51368,Flute,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
860340,51368,Flute,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
860341,51368,Flute,Technical Etude,Tone Quality,14,20.0,0.7
860342,51368,Flute,Technical Etude,Note Accuracy,4,10.0,0.4
860343,51368,Flute,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
860344,51368,Flute,Technical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
860345,51368,Flute,Chromatic Scale,Chromatic Scale,6,15.0,0.4
860359,51368,Flute,Major Scales,G,6,15.0,0.4
860360,51368,Flute,Major Scales,C,6,15.0,0.4
860361,51368,Flute,Major Scales,F,7,15.0,0.4666666666666667
860362,51368,Flute,Major Scales,Bb,5,15.0,0.3333333333333333
860363,51368,Flute,Major Scales,Eb,3,15.0,0.2
860364,51368,Flute,Major Scales,Ab,2,15.0,0.13333333333333333
860365,51368,Flute,Major Scales,Db,4,15.0,0.26666666666666666
860366,51368,Flute,Sight-Reading,Tone Quality,7,10.0,0.7
860367,51368,Flute,Sight-Reading,Note Accuracy,6,10.0,0.6
860368,51368,Flute,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
860369,51368,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
850688,51369,Percussion,Mallet Etude,Note Accuracy & Tone,8,10.0,0.8
850689,51369,Percussion,Mallet Etude,Rhythmic Accuracy,9,10.0,0.9
850690,51369,Percussion,Mallet Etude,"Musicality, Tempo, & Style",16,20.0,0.8
850691,51369,Percussion,Snare Etude,Rudimental Accuracy,9,10.0,0.9
850692,51369,Percussion,Snare Etude,Rhythmic Accuracy,9,10.0,0.9
850693,51369,Percussion,Snare Etude,"Musicality, Tempo, & Style",19,20.0,0.95
850694,51369,Percussion,Timpani Etude,Tuning Accuracy,9,10.0,0.9
850695,51369,Percussion,Timpani Etude,Rhythmic Accuracy,9,10.0,0.9
850696,51369,Percussion,Timpani Etude,"Musicality, Tempo, & Style",13,20.0,0.65
850697,51369,Percussion,Chromatic Scale,Chromatic Scale,7,8.0,0.875
850698,51369,Percussion,Major Scales,G,7,8.0,0.875
850699,51369,Percussion,Major Scales,C,6,8.0,0.75
850700,51369,Percussion,Major Scales,F,8,8.0,1.0
850701,51369,Percussion,Major Scales,Bb,7,8.0,0.875
850702,51369,Percussion,Major Scales,Eb,7,8.0,0.875
850703,51369,Percussion,Major Scales,Ab,7,8.0,0.875
850704,51369,Percussion,Major Scales,Db,7,8.0,0.875
850705,51369,Percussion,Reading-Mallet,Note Accuracy & Tone,6,10.0,0.6
850706,51369,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,8,10.0,0.8
850707,51369,Percussion,Reading-Mallet,"Musicality, Tempo, & Style",6,10.0,0.6
850708,51369,Percussion,Reading-Snare,Note Accuracy & Tone,4,10.0,0.4
850709,51369,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,6,10.0,0.6
850710,51369,Percussion,Reading-Snare,"Musicality, Tempo, & Style",7,10.0,0.7
860370,51371,Flute,Lyrical Etude,Tone Quality,12,20.0,0.6
860371,51371,Flute,Lyrical Etude,Note Accuracy,6,10.0,0.6
860372,51371,Flute,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
860373,51371,Flute,Lyrical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
860374,51371,Flute,Technical Etude,Tone Quality,7,20.0,0.35
860375,51371,Flute,Technical Etude,Note Accuracy,4,10.0,0.4
860376,51371,Flute,Technical Etude,Rhythmic Accuracy,4,10.0,0.4
860377,51371,Flute,Technical Etude,"Musicality, Tempo, & Style",6,20.0,0.3
860378,51371,Flute,Chromatic Scale,Chromatic Scale,3,15.0,0.2
860379,51371,Flute,Major Scales,G,6,15.0,0.4
860380,51371,Flute,Major Scales,C,6,15.0,0.4
860381,51371,Flute,Major Scales,F,7,15.0,0.4666666666666667
860382,51371,Flute,Major Scales,Bb,5,15.0,0.3333333333333333
860383,51371,Flute,Major Scales,Eb,6,15.0,0.4
860384,51371,Flute,Major Scales,Ab,5,15.0,0.3333333333333333
860385,51371,Flute,Major Scales,Db,6,15.0,0.4
860386,51371,Flute,Sight-Reading,Tone Quality,4,10.0,0.4
860387,51371,Flute,Sight-Reading,Note Accuracy,8,10.0,0.8
860388,51371,Flute,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
860389,51371,Flute,Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
928409,51374,Bass Clarinet,Lyrical Etude,Tone Quality,16,20.0,0.8
928410,51374,Bass Clarinet,Lyrical Etude,Note Accuracy,8,10.0,0.8
928411,51374,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
928412,51374,Bass Clarinet,Lyrical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
928413,51374,Bass Clarinet,Technical Etude,Tone Quality,14,20.0,0.7
928414,51374,Bass Clarinet,Technical Etude,Note Accuracy,9,10.0,0.9
928415,51374,Bass Clarinet,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
928416,51374,Bass Clarinet,Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
928417,51374,Bass Clarinet,Chromatic Scale,Chromatic Scale,14,15.0,0.9333333333333333
928418,51374,Bass Clarinet,Major Scales,G,4,15.0,0.26666666666666666
928419,51374,Bass Clarinet,Major Scales,C,3,15.0,0.2
928420,51374,Bass Clarinet,Major Scales,F,5,15.0,0.3333333333333333
928421,51374,Bass Clarinet,Major Scales,Bb,9,15.0,0.6
928422,51374,Bass Clarinet,Major Scales,Eb,1,15.0,0.06666666666666667
928423,51374,Bass Clarinet,Major Scales,Ab,2,15.0,0.13333333333333333
