ScoreID,Student,Instrument,ScoreGroup,Description,Score,RecordingPath
1316157,74299,Euphonium,Lyrical Etude,Rhythmic Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1316158,74299,Euphonium,Lyrical Etude,"Musicallity, Tempo & Style",12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1316159,74299,Euphonium,Technical Etude,Tone Quality,15,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1316160,74299,Euphonium,Technical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1316161,74299,Euphonium,Technical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1316162,74299,Euphonium,Technical Etude,"Musicallity, Tempo & Style",9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303809,74299,Euphonium,Chromatic Scale,Chromatic Scale,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303810,74299,Euphonium,Major Scales,G,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303811,74299,Euphonium,Major Scales,C,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303812,74299,Euphonium,Major Scales,F,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303813,74299,Euphonium,Major Scales,Bb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303814,74299,Euphonium,Major Scales,Eb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303815,74299,Euphonium,Major Scales,Ab,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303816,74299,Euphonium,Major Scales,Db,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303817,74299,Euphonium,Major Scales,Gb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303818,74299,Euphonium,Major Scales,B,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303819,74299,Euphonium,Major Scales,E,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303820,74299,Euphonium,Major Scales,A,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303821,74299,Euphonium,Major Scales,D,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303822,74299,Euphonium,Sight-Reading,Tone Quality,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303823,74299,Euphonium,Sight-Reading,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303824,74299,Euphonium,Sight-Reading,Rhythmic Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1303825,74299,Euphonium,Sight-Reading,"Musicallity, Tempo & Style",6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74299.mp3
1307412,74302,Bb Clarinet,Lyrical Etude,Tone Quality,14,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307413,74302,Bb Clarinet,Lyrical Etude,Note Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307414,74302,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307415,74302,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307416,74302,Bb Clarinet,Technical Etude,Tone Quality,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307417,74302,Bb Clarinet,Technical Etude,Note Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307418,74302,Bb Clarinet,Technical Etude,Rhythmic Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307419,74302,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307420,74302,Bb Clarinet,Chromatic Scale,Chromatic Scale,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307421,74302,Bb Clarinet,Major Scales,G,13,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307422,74302,Bb Clarinet,Major Scales,C,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307423,74302,Bb Clarinet,Major Scales,F,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307424,74302,Bb Clarinet,Major Scales,Bb,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307425,74302,Bb Clarinet,Major Scales,Eb,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307426,74302,Bb Clarinet,Major Scales,Ab,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307427,74302,Bb Clarinet,Major Scales,Db,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307428,74302,Bb Clarinet,Major Scales,Gb,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307429,74302,Bb Clarinet,Major Scales,B,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307430,74302,Bb Clarinet,Major Scales,E,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307431,74302,Bb Clarinet,Major Scales,A,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307432,74302,Bb Clarinet,Major Scales,D,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307461,74302,Bb Clarinet,Sight-Reading,Tone Quality,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307462,74302,Bb Clarinet,Sight-Reading,Note Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307463,74302,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1307464,74302,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74302.mp3
1253036,74358,Bass Clarinet,Lyrical Etude,Tone Quality,13,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253037,74358,Bass Clarinet,Lyrical Etude,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253038,74358,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253039,74358,Bass Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",17,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253040,74358,Bass Clarinet,Technical Etude,Tone Quality,13,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253041,74358,Bass Clarinet,Technical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253042,74358,Bass Clarinet,Technical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253043,74358,Bass Clarinet,Technical Etude,"Musicallity, Tempo & Style",16,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253044,74358,Bass Clarinet,Chromatic Scale,Chromatic Scale,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253045,74358,Bass Clarinet,Major Scales,G,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253046,74358,Bass Clarinet,Major Scales,C,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253047,74358,Bass Clarinet,Major Scales,F,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253048,74358,Bass Clarinet,Major Scales,Bb,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253049,74358,Bass Clarinet,Major Scales,Eb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253050,74358,Bass Clarinet,Major Scales,Ab,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253051,74358,Bass Clarinet,Major Scales,Db,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253052,74358,Bass Clarinet,Major Scales,Gb,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253053,74358,Bass Clarinet,Major Scales,B,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253054,74358,Bass Clarinet,Major Scales,E,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253055,74358,Bass Clarinet,Major Scales,A,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253056,74358,Bass Clarinet,Major Scales,D,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1253057,74358,Bass Clarinet,Sight-Reading,Tone Quality,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1263858,74358,Bass Clarinet,Sight-Reading,Note Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1263859,74358,Bass Clarinet,Sight-Reading,Rhythmic Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1263860,74358,Bass Clarinet,Sight-Reading,"Musicallity, Tempo & Style",2,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74358.mp3
1291215,74360,Trumpet,Lyrical Etude,Tone Quality,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291216,74360,Trumpet,Lyrical Etude,Note Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291217,74360,Trumpet,Lyrical Etude,Rhythmic Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291218,74360,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291219,74360,Trumpet,Technical Etude,Tone Quality,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291220,74360,Trumpet,Technical Etude,Note Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291221,74360,Trumpet,Technical Etude,Rhythmic Accuracy,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291222,74360,Trumpet,Technical Etude,"Musicallity, Tempo & Style",9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291223,74360,Trumpet,Chromatic Scale,Chromatic Scale,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291224,74360,Trumpet,Major Scales,G,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291225,74360,Trumpet,Major Scales,C,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291226,74360,Trumpet,Major Scales,F,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291227,74360,Trumpet,Major Scales,Bb,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291228,74360,Trumpet,Major Scales,Eb,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291229,74360,Trumpet,Major Scales,Ab,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291230,74360,Trumpet,Major Scales,Db,5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291231,74360,Trumpet,Major Scales,Gb,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291232,74360,Trumpet,Major Scales,B,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291233,74360,Trumpet,Major Scales,E,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291234,74360,Trumpet,Major Scales,A,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291235,74360,Trumpet,Major Scales,D,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291236,74360,Trumpet,Sight-Reading,Tone Quality,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291237,74360,Trumpet,Sight-Reading,Note Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291238,74360,Trumpet,Sight-Reading,Rhythmic Accuracy,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1291239,74360,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",2,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74360.mp3
1253079,74364,Bass Clarinet,Lyrical Etude,Tone Quality,17,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253080,74364,Bass Clarinet,Lyrical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253081,74364,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253082,74364,Bass Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",17,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253083,74364,Bass Clarinet,Technical Etude,Tone Quality,17,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253084,74364,Bass Clarinet,Technical Etude,Note Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253085,74364,Bass Clarinet,Technical Etude,Rhythmic Accuracy,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253086,74364,Bass Clarinet,Technical Etude,"Musicallity, Tempo & Style",18,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253087,74364,Bass Clarinet,Chromatic Scale,Chromatic Scale,14,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253088,74364,Bass Clarinet,Major Scales,G,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253089,74364,Bass Clarinet,Major Scales,C,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253090,74364,Bass Clarinet,Major Scales,F,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253091,74364,Bass Clarinet,Major Scales,Bb,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253092,74364,Bass Clarinet,Major Scales,Eb,13,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253093,74364,Bass Clarinet,Major Scales,Ab,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253094,74364,Bass Clarinet,Major Scales,Db,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253095,74364,Bass Clarinet,Major Scales,Gb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253096,74364,Bass Clarinet,Major Scales,B,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253097,74364,Bass Clarinet,Major Scales,E,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253098,74364,Bass Clarinet,Major Scales,A,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253099,74364,Bass Clarinet,Major Scales,D,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253100,74364,Bass Clarinet,Sight-Reading,Tone Quality,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1263861,74364,Bass Clarinet,Sight-Reading,Note Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1263862,74364,Bass Clarinet,Sight-Reading,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1263863,74364,Bass Clarinet,Sight-Reading,"Musicallity, Tempo & Style",7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74364.mp3
1253122,74424,Bass Clarinet,Lyrical Etude,Tone Quality,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253123,74424,Bass Clarinet,Lyrical Etude,Note Accuracy,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253124,74424,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253125,74424,Bass Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",13,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253126,74424,Bass Clarinet,Technical Etude,Tone Quality,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253127,74424,Bass Clarinet,Technical Etude,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253128,74424,Bass Clarinet,Technical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253129,74424,Bass Clarinet,Technical Etude,"Musicallity, Tempo & Style",12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253130,74424,Bass Clarinet,Chromatic Scale,Chromatic Scale,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253131,74424,Bass Clarinet,Major Scales,G,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253132,74424,Bass Clarinet,Major Scales,C,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253133,74424,Bass Clarinet,Major Scales,F,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253134,74424,Bass Clarinet,Major Scales,Bb,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253135,74424,Bass Clarinet,Major Scales,Eb,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253136,74424,Bass Clarinet,Major Scales,Ab,9,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253137,74424,Bass Clarinet,Major Scales,Db,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253138,74424,Bass Clarinet,Major Scales,Gb,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253139,74424,Bass Clarinet,Major Scales,B,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253140,74424,Bass Clarinet,Major Scales,E,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253141,74424,Bass Clarinet,Major Scales,A,3,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253142,74424,Bass Clarinet,Major Scales,D,0,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253143,74424,Bass Clarinet,Sight-Reading,Tone Quality,6,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253190,74424,Bass Clarinet,Sight-Reading,Note Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253191,74424,Bass Clarinet,Sight-Reading,Rhythmic Accuracy,4,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1253192,74424,Bass Clarinet,Sight-Reading,"Musicallity, Tempo & Style",5,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74424.mp3
1307593,74425,Bb Clarinet,Lyrical Etude,Tone Quality,10,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307594,74425,Bb Clarinet,Lyrical Etude,Note Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307595,74425,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,8,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307596,74425,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307597,74425,Bb Clarinet,Technical Etude,Tone Quality,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307598,74425,Bb Clarinet,Technical Etude,Note Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307599,74425,Bb Clarinet,Technical Etude,Rhythmic Accuracy,7,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307600,74425,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",14,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
1307601,74425,Bb Clarinet,Chromatic Scale,Chromatic Scale,12,https://flmusiced.org/mpaonline/AudioFiles/2017-2018/AllStateAuditions/74425.mp3
