ScoreID,Student,Instrument,ScoreGroup,Description,Score
633783,38793,Trumpet,Sight-Reading,Tone Quality,2
633784,38793,Trumpet,Sight-Reading,Artistry,2
633785,38798,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",11
633786,38798,Trumpet,Lyrical Etude,Tone Quality,10
633787,38798,Trumpet,Lyrical Etude,Note Accuracy,4
633788,38798,Trumpet,Lyrical Etude,Rhythmic Accuracy,6
633789,38798,Trumpet,Lyrical Etude,Artistry,4
633790,38798,Trumpet,Technical Etude,"Musicallity, Tempo & Style",11
633791,38798,Trumpet,Technical Etude,Tone Quality,9
633792,38798,Trumpet,Technical Etude,Note Accuracy,5
633793,38798,Trumpet,Technical Etude,Rhythmic Accuracy,6
633794,38798,Trumpet,Technical Etude,Artistry,3
633795,38798,Trumpet,Scales,Chromatic,10
633796,38798,Trumpet,Scales,G,5
633797,38798,Trumpet,Scales,Ab,4
633798,38798,Trumpet,Scales,A,5
633799,38798,Trumpet,Scales,Bb,4
633800,38798,Trumpet,Scales,B,0
633801,38798,Trumpet,Scales,C,2
633802,38798,Trumpet,Scales,Db,0
633803,38798,Trumpet,Scales,D,0
633804,38798,Trumpet,Scales,Eb,0
633805,38798,Trumpet,Scales,E,0
633806,38798,Trumpet,Scales,F,0
633807,38798,Trumpet,Scales,Gb,2
633808,38798,Trumpet,Scales,Note Accuracy/Consistency,10
633809,38798,Trumpet,Scales,Tone Quality,12
633810,38798,Trumpet,Scales,"Musicality, Tempo, & Style",5
633811,38798,Trumpet,Sight-Reading,Note Accuracy,4
633812,38798,Trumpet,Sight-Reading,Rhythmic Accuracy,3
633813,38798,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",4
633814,38798,Trumpet,Sight-Reading,Tone Quality,5
633815,38798,Trumpet,Sight-Reading,Artistry,2
645541,38800,Flute,Lyrical Etude,"Musicallity, Tempo & Style",15
645542,38800,Flute,Lyrical Etude,Tone Quality,10
645543,38800,Flute,Lyrical Etude,Note Accuracy,8
645544,38800,Flute,Lyrical Etude,Rhythmic Accuracy,8
645545,38800,Flute,Lyrical Etude,Artistry,3
645546,38800,Flute,Technical Etude,"Musicallity, Tempo & Style",8
645547,38800,Flute,Technical Etude,Tone Quality,9
645548,38800,Flute,Technical Etude,Note Accuracy,4
645549,38800,Flute,Technical Etude,Rhythmic Accuracy,3
645550,38800,Flute,Technical Etude,Artistry,0
645551,38800,Flute,Scales,Chromatic,8
645552,38800,Flute,Scales,G,5
645553,38800,Flute,Scales,Ab,5
645554,38800,Flute,Scales,A,3
645555,38800,Flute,Scales,Bb,4
645556,38800,Flute,Scales,B,2
645557,38800,Flute,Scales,C,3
645558,38800,Flute,Scales,Db,2
645559,38800,Flute,Scales,D,5
645560,38800,Flute,Scales,Eb,4
645561,38800,Flute,Scales,E,3
645562,38800,Flute,Scales,F,4
645563,38800,Flute,Scales,Gb,2
645564,38800,Flute,Scales,Note Accuracy/Consistency,13
645565,38800,Flute,Scales,Tone Quality,7
645566,38800,Flute,Scales,"Musicality, Tempo, & Style",3
645567,38800,Flute,Sight-Reading,Note Accuracy,5
645568,38800,Flute,Sight-Reading,Rhythmic Accuracy,4
645569,38800,Flute,Sight-Reading,"Musicallity, Tempo & Style",4
645570,38800,Flute,Sight-Reading,Tone Quality,3
645571,38800,Flute,Sight-Reading,Artistry,0
650859,38801,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",10
650860,38801,Bb Clarinet,Lyrical Etude,Tone Quality,9
650861,38801,Bb Clarinet,Lyrical Etude,Note Accuracy,7
650862,38801,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,5
650863,38801,Bb Clarinet,Lyrical Etude,Artistry,2
650864,38801,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",10
650865,38801,Bb Clarinet,Technical Etude,Tone Quality,8
650866,38801,Bb Clarinet,Technical Etude,Note Accuracy,5
650867,38801,Bb Clarinet,Technical Etude,Rhythmic Accuracy,4
650868,38801,Bb Clarinet,Technical Etude,Artistry,1
650920,38801,Bb Clarinet,Scales,Chromatic,5
650921,38801,Bb Clarinet,Scales,G,3
650922,38801,Bb Clarinet,Scales,Ab,3
650923,38801,Bb Clarinet,Scales,A,3
650924,38801,Bb Clarinet,Scales,Bb,3
650925,38801,Bb Clarinet,Scales,B,3
650926,38801,Bb Clarinet,Scales,C,2
650927,38801,Bb Clarinet,Scales,Db,2
650928,38801,Bb Clarinet,Scales,D,2
650929,38801,Bb Clarinet,Scales,Eb,2
650930,38801,Bb Clarinet,Scales,E,2
650931,38801,Bb Clarinet,Scales,F,3
650932,38801,Bb Clarinet,Scales,Gb,3
650933,38801,Bb Clarinet,Scales,Note Accuracy/Consistency,20
650934,38801,Bb Clarinet,Scales,Tone Quality,12
650935,38801,Bb Clarinet,Scales,"Musicality, Tempo, & Style",5
650936,38801,Bb Clarinet,Sight-Reading,Note Accuracy,3
650937,38801,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,3
650938,38801,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",2
650939,38801,Bb Clarinet,Sight-Reading,Tone Quality,2
650940,38801,Bb Clarinet,Sight-Reading,Artistry,2
650941,38813,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",15
650942,38813,Bb Clarinet,Lyrical Etude,Tone Quality,13
650943,38813,Bb Clarinet,Lyrical Etude,Note Accuracy,9
650944,38813,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,9
650945,38813,Bb Clarinet,Lyrical Etude,Artistry,3
650946,38813,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",16
650947,38813,Bb Clarinet,Technical Etude,Tone Quality,13
650948,38813,Bb Clarinet,Technical Etude,Note Accuracy,9
650949,38813,Bb Clarinet,Technical Etude,Rhythmic Accuracy,9
650950,38813,Bb Clarinet,Technical Etude,Artistry,4
651002,38813,Bb Clarinet,Scales,Chromatic,12
651003,38813,Bb Clarinet,Scales,G,8
651004,38813,Bb Clarinet,Scales,Ab,5
651005,38813,Bb Clarinet,Scales,A,5
651006,38813,Bb Clarinet,Scales,Bb,5
651007,38813,Bb Clarinet,Scales,B,4
651008,38813,Bb Clarinet,Scales,C,5
651009,38813,Bb Clarinet,Scales,Db,5
651010,38813,Bb Clarinet,Scales,D,7
651011,38813,Bb Clarinet,Scales,Eb,7
651012,38813,Bb Clarinet,Scales,E,6
651013,38813,Bb Clarinet,Scales,F,8
651014,38813,Bb Clarinet,Scales,Gb,7
651015,38813,Bb Clarinet,Scales,Note Accuracy/Consistency,28
651016,38813,Bb Clarinet,Scales,Tone Quality,18
651017,38813,Bb Clarinet,Scales,"Musicality, Tempo, & Style",9
651018,38813,Bb Clarinet,Sight-Reading,Note Accuracy,8
651019,38813,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,7
651020,38813,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",7
651021,38813,Bb Clarinet,Sight-Reading,Tone Quality,4
651022,38813,Bb Clarinet,Sight-Reading,Artistry,4
741603,38814,Bass Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",14
741604,38814,Bass Clarinet,Lyrical Etude,Tone Quality,12
741605,38814,Bass Clarinet,Lyrical Etude,Note Accuracy,8
741606,38814,Bass Clarinet,Lyrical Etude,Rhythmic Accuracy,8
741607,38814,Bass Clarinet,Lyrical Etude,Artistry,4
741608,38814,Bass Clarinet,Technical Etude,"Musicallity, Tempo & Style",12
741609,38814,Bass Clarinet,Technical Etude,Tone Quality,14
741610,38814,Bass Clarinet,Technical Etude,Note Accuracy,9
741611,38814,Bass Clarinet,Technical Etude,Rhythmic Accuracy,7
741612,38814,Bass Clarinet,Technical Etude,Artistry,3
741530,38814,Bass Clarinet,Scales,Chromatic,13
741557,38814,Bass Clarinet,Scales,G,4
741558,38814,Bass Clarinet,Scales,Ab,4
741559,38814,Bass Clarinet,Scales,A,3
741560,38814,Bass Clarinet,Scales,Bb,5
741561,38814,Bass Clarinet,Scales,B,3
741562,38814,Bass Clarinet,Scales,C,3
741563,38814,Bass Clarinet,Scales,Db,7
741564,38814,Bass Clarinet,Scales,D,6
741565,38814,Bass Clarinet,Scales,Eb,8
741566,38814,Bass Clarinet,Scales,E,6
741567,38814,Bass Clarinet,Scales,F,5
741568,38814,Bass Clarinet,Scales,Gb,8
741569,38814,Bass Clarinet,Scales,Note Accuracy/Consistency,25
741570,38814,Bass Clarinet,Scales,Tone Quality,18
741571,38814,Bass Clarinet,Scales,"Musicality, Tempo, & Style",9
741572,38814,Bass Clarinet,Sight-Reading,Note Accuracy,4
741573,38814,Bass Clarinet,Sight-Reading,Rhythmic Accuracy,2
741574,38814,Bass Clarinet,Sight-Reading,"Musicallity, Tempo & Style",3
741575,38814,Bass Clarinet,Sight-Reading,Tone Quality,4
741576,38814,Bass Clarinet,Sight-Reading,Artistry,2
704124,38816,Percussion,Mallet Etude,"Musicality, Tempo & Style",18
704125,38816,Percussion,Mallet Etude,Note Accuracy,9
704126,38816,Percussion,Mallet Etude,Rhythmic Accuracy,10
704127,38816,Percussion,Snare Etude,"Musicallyty, Tempo & Style",17
704128,38816,Percussion,Snare Etude,Note Accuracy,7
704129,38816,Percussion,Snare Etude,Rhythmic Accuracy,8
704130,38816,Percussion,Timpani Etude,"Musicality, Tempo, & Style",16
704131,38816,Percussion,Timpani Etude,Note Accuracy,8
704132,38816,Percussion,Timpani Etude,Rhythmic Accuracy,9
704133,38816,Percussion,Scales,Chromatic,11
704134,38816,Percussion,Scales,Note Accuracy,38
704135,38816,Percussion,Scales,Tempo & Consistency,40
704136,38816,Percussion,Scales,"Musicality, Phrasing & Style",14
704137,38816,Percussion,Reading-Mallet,Note Accuracy & Tone,8
704138,38816,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,7
704139,38816,Percussion,Reading-Mallet,Musicality & Style,11
704140,38816,Percussion,Reading-Snare,Note Accuracy & Tone,9
704141,38816,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,7
704142,38816,Percussion,Reading-Snare,Musicality & Style,13
704143,38816,Percussion,Reading-Timpani,Note Accuracy,0
704144,38816,Percussion,Reading-Timpani,Rhythmic Accuracy & Articulation,0
704145,38816,Percussion,Reading-Timpani,Musicality & Style,0
669673,38817,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",17
669674,38817,Oboe,Lyrical Etude,Tone Quality,13
669675,38817,Oboe,Lyrical Etude,Note Accuracy,9
669676,38817,Oboe,Lyrical Etude,Rhythmic Accuracy,9
669677,38817,Oboe,Lyrical Etude,Artistry,4
669678,38817,Oboe,Technical Etude,"Musicallity, Tempo & Style",17
669679,38817,Oboe,Technical Etude,Tone Quality,12
669680,38817,Oboe,Technical Etude,Note Accuracy,7
669681,38817,Oboe,Technical Etude,Rhythmic Accuracy,7
669682,38817,Oboe,Technical Etude,Artistry,2
669683,38817,Oboe,Scales,Chromatic,15
669684,38817,Oboe,Scales,G,4
669685,38817,Oboe,Scales,Bb,5
669686,38817,Oboe,Scales,B,5
669687,38817,Oboe,Scales,C,5
669688,38817,Oboe,Scales,Db,5
669689,38817,Oboe,Scales,D,5
669690,38817,Oboe,Scales,Eb,5
669691,38817,Oboe,Scales,E,5
669692,38817,Oboe,Scales,F,5
669693,38817,Oboe,Scales,Gb,4
680647,38817,Oboe,Scales,Note Accuracy/Consistency,24
680648,38817,Oboe,Scales,Tone Quality,14
680649,38817,Oboe,Scales,"Musicality, Tempo, & Style",7
669694,38817,Oboe,Sight-Reading,Note Accuracy,4
669695,38817,Oboe,Sight-Reading,Rhythmic Accuracy,4
669696,38817,Oboe,Sight-Reading,"Musicallity, Tempo & Style",6
669697,38817,Oboe,Sight-Reading,Tone Quality,3
669698,38817,Oboe,Sight-Reading,Artistry,2
700485,38818,English Horn,Technical Etude,"Musicallity, Tempo & Style",15
700486,38818,English Horn,Technical Etude,Tone Quality,11
700487,38818,English Horn,Technical Etude,Note Accuracy,8
700488,38818,English Horn,Technical Etude,Rhythmic Accuracy,8
700489,38818,English Horn,Technical Etude,Artistry,2
700490,38818,English Horn,Scales,Chromatic,13
681580,38825,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",15
681581,38825,Oboe,Lyrical Etude,Tone Quality,11
681582,38825,Oboe,Lyrical Etude,Note Accuracy,8
681583,38825,Oboe,Lyrical Etude,Rhythmic Accuracy,8
681584,38825,Oboe,Lyrical Etude,Artistry,3
681585,38825,Oboe,Technical Etude,"Musicallity, Tempo & Style",10
681586,38825,Oboe,Technical Etude,Tone Quality,9
681587,38825,Oboe,Technical Etude,Note Accuracy,6
681588,38825,Oboe,Technical Etude,Rhythmic Accuracy,5
681589,38825,Oboe,Technical Etude,Artistry,1
681590,38825,Oboe,Scales,Chromatic,13
681591,38825,Oboe,Scales,Bb,5
681592,38825,Oboe,Scales,B,4
681593,38825,Oboe,Scales,C,5
681594,38825,Oboe,Scales,Db,4
681595,38825,Oboe,Scales,D,4
681596,38825,Oboe,Scales,Eb,4
681597,38825,Oboe,Scales,E,3
681598,38825,Oboe,Scales,F,3
681599,38825,Oboe,Scales,Note Accuracy/Consistency,22
681600,38825,Oboe,Scales,Tone Quality,14
681601,38825,Oboe,Scales,"Musicality, Tempo, & Style",5
681602,38825,Oboe,Sight-Reading,Note Accuracy,4
681603,38825,Oboe,Sight-Reading,Rhythmic Accuracy,4
681604,38825,Oboe,Sight-Reading,"Musicallity, Tempo & Style",5
681605,38825,Oboe,Sight-Reading,Tone Quality,3
681606,38825,Oboe,Sight-Reading,Artistry,2
700491,38826,English Horn,Technical Etude,"Musicallity, Tempo & Style",16
700492,38826,English Horn,Technical Etude,Tone Quality,13
700493,38826,English Horn,Technical Etude,Note Accuracy,7
700494,38826,English Horn,Technical Etude,Rhythmic Accuracy,8
700495,38826,English Horn,Technical Etude,Artistry,3
700496,38826,English Horn,Scales,Chromatic,14
645625,38827,Flute,Lyrical Etude,"Musicallity, Tempo & Style",17
645626,38827,Flute,Lyrical Etude,Tone Quality,13
645627,38827,Flute,Lyrical Etude,Note Accuracy,8
645628,38827,Flute,Lyrical Etude,Rhythmic Accuracy,6
645629,38827,Flute,Lyrical Etude,Artistry,5
645630,38827,Flute,Technical Etude,"Musicallity, Tempo & Style",12
645631,38827,Flute,Technical Etude,Tone Quality,12
645632,38827,Flute,Technical Etude,Note Accuracy,5
645633,38827,Flute,Technical Etude,Rhythmic Accuracy,6
645634,38827,Flute,Technical Etude,Artistry,5
645635,38827,Flute,Scales,Chromatic,14
645636,38827,Flute,Scales,G,4
645637,38827,Flute,Scales,Ab,3
645638,38827,Flute,Scales,A,3
645639,38827,Flute,Scales,Bb,3
645640,38827,Flute,Scales,B,5
645641,38827,Flute,Scales,C,6
645642,38827,Flute,Scales,Db,6
645643,38827,Flute,Scales,D,2
645644,38827,Flute,Scales,Eb,2
645645,38827,Flute,Scales,E,3
645646,38827,Flute,Scales,F,3
645647,38827,Flute,Scales,Gb,4
645648,38827,Flute,Scales,Note Accuracy/Consistency,23
645649,38827,Flute,Scales,Tone Quality,15
645650,38827,Flute,Scales,"Musicality, Tempo, & Style",7
645666,38827,Flute,Sight-Reading,Note Accuracy,5
645667,38827,Flute,Sight-Reading,Rhythmic Accuracy,6
645668,38827,Flute,Sight-Reading,"Musicallity, Tempo & Style",6
645669,38827,Flute,Sight-Reading,Tone Quality,4
645670,38827,Flute,Sight-Reading,Artistry,3
633816,38828,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",10
633817,38828,Trumpet,Lyrical Etude,Tone Quality,7
633818,38828,Trumpet,Lyrical Etude,Note Accuracy,4
633819,38828,Trumpet,Lyrical Etude,Rhythmic Accuracy,5
633820,38828,Trumpet,Lyrical Etude,Artistry,3
633821,38828,Trumpet,Technical Etude,"Musicallity, Tempo & Style",8
633822,38828,Trumpet,Technical Etude,Tone Quality,6
633823,38828,Trumpet,Technical Etude,Note Accuracy,6
633824,38828,Trumpet,Technical Etude,Rhythmic Accuracy,6
633825,38828,Trumpet,Technical Etude,Artistry,2
633826,38828,Trumpet,Scales,Chromatic,7
633827,38828,Trumpet,Scales,G,4
633828,38828,Trumpet,Scales,Ab,3
633829,38828,Trumpet,Scales,A,3
633830,38828,Trumpet,Scales,Bb,3
633831,38828,Trumpet,Scales,B,0
633832,38828,Trumpet,Scales,C,0
633833,38828,Trumpet,Scales,Db,0
633834,38828,Trumpet,Scales,D,0
633835,38828,Trumpet,Scales,Eb,0
633836,38828,Trumpet,Scales,E,0
633837,38828,Trumpet,Scales,F,0
633838,38828,Trumpet,Scales,Gb,3
633839,38828,Trumpet,Scales,Note Accuracy/Consistency,10
633840,38828,Trumpet,Scales,Tone Quality,9
633841,38828,Trumpet,Scales,"Musicality, Tempo, & Style",5
633842,38828,Trumpet,Sight-Reading,Note Accuracy,3
633843,38828,Trumpet,Sight-Reading,Rhythmic Accuracy,4
633844,38828,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",5
633845,38828,Trumpet,Sight-Reading,Tone Quality,5
633846,38828,Trumpet,Sight-Reading,Artistry,2
645684,38831,Flute,Lyrical Etude,"Musicallity, Tempo & Style",12
645685,38831,Flute,Lyrical Etude,Tone Quality,10
645686,38831,Flute,Lyrical Etude,Note Accuracy,7
645687,38831,Flute,Lyrical Etude,Rhythmic Accuracy,7
645688,38831,Flute,Lyrical Etude,Artistry,3
645689,38831,Flute,Technical Etude,"Musicallity, Tempo & Style",14
645690,38831,Flute,Technical Etude,Tone Quality,10
645691,38831,Flute,Technical Etude,Note Accuracy,6
645692,38831,Flute,Technical Etude,Rhythmic Accuracy,6
645693,38831,Flute,Technical Etude,Artistry,3
645694,38831,Flute,Scales,Chromatic,11
645695,38831,Flute,Scales,G,4
645696,38831,Flute,Scales,Ab,3
645697,38831,Flute,Scales,A,3
645698,38831,Flute,Scales,Bb,4
645699,38831,Flute,Scales,B,5
645700,38831,Flute,Scales,C,3
645701,38831,Flute,Scales,Db,3
645702,38831,Flute,Scales,D,3
645703,38831,Flute,Scales,Eb,3
645704,38831,Flute,Scales,E,3
645705,38831,Flute,Scales,F,3
645706,38831,Flute,Scales,Gb,3
645707,38831,Flute,Scales,Note Accuracy/Consistency,20
645708,38831,Flute,Scales,Tone Quality,11
645709,38831,Flute,Scales,"Musicality, Tempo, & Style",5
645710,38831,Flute,Sight-Reading,Note Accuracy,3
645711,38831,Flute,Sight-Reading,Rhythmic Accuracy,6
645712,38831,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
645713,38831,Flute,Sight-Reading,Tone Quality,2
645714,38831,Flute,Sight-Reading,Artistry,0
704219,38832,Percussion,Mallet Etude,"Musicality, Tempo & Style",10
704177,38832,Percussion,Mallet Etude,Note Accuracy,6
704178,38832,Percussion,Mallet Etude,Rhythmic Accuracy,10
704220,38832,Percussion,Snare Etude,"Musicallyty, Tempo & Style",18
704221,38832,Percussion,Snare Etude,Note Accuracy,8
704222,38832,Percussion,Snare Etude,Rhythmic Accuracy,8
704233,38832,Percussion,Timpani Etude,"Musicality, Tempo, & Style",17
704234,38832,Percussion,Timpani Etude,Note Accuracy,8
704235,38832,Percussion,Timpani Etude,Rhythmic Accuracy,9
704267,38832,Percussion,Scales,Chromatic,5
704287,38832,Percussion,Scales,Note Accuracy,5
704288,38832,Percussion,Scales,Tempo & Consistency,5
704289,38832,Percussion,Scales,"Musicality, Phrasing & Style",5
704290,38832,Percussion,Reading-Mallet,Note Accuracy & Tone,1
704291,38832,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,1
704292,38832,Percussion,Reading-Mallet,Musicality & Style,1
704293,38832,Percussion,Reading-Snare,Note Accuracy & Tone,6
704294,38832,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,5
704295,38832,Percussion,Reading-Snare,Musicality & Style,10
704296,38832,Percussion,Reading-Timpani,Note Accuracy,0
704297,38832,Percussion,Reading-Timpani,Rhythmic Accuracy & Articulation,0
704298,38832,Percussion,Reading-Timpani,Musicality & Style,0
701295,38835,Tenor Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",12
701296,38835,Tenor Saxophone,Lyrical Etude,Tone Quality,9
701297,38835,Tenor Saxophone,Lyrical Etude,Note Accuracy,7
701298,38835,Tenor Saxophone,Lyrical Etude,Rhythmic Accuracy,7
701299,38835,Tenor Saxophone,Lyrical Etude,Artistry,2
701300,38835,Tenor Saxophone,Technical Etude,"Musicallity, Tempo & Style",12
701301,38835,Tenor Saxophone,Technical Etude,Tone Quality,9
701302,38835,Tenor Saxophone,Technical Etude,Note Accuracy,8
701303,38835,Tenor Saxophone,Technical Etude,Rhythmic Accuracy,8
701304,38835,Tenor Saxophone,Technical Etude,Artistry,3
701336,38835,Tenor Saxophone,Scales,Chromatic,11
701337,38835,Tenor Saxophone,Scales,G,0
701338,38835,Tenor Saxophone,Scales,Ab,3
701339,38835,Tenor Saxophone,Scales,A,2
701340,38835,Tenor Saxophone,Scales,Bb,3
701341,38835,Tenor Saxophone,Scales,B,3
701342,38835,Tenor Saxophone,Scales,C,3
701343,38835,Tenor Saxophone,Scales,Db,3
701344,38835,Tenor Saxophone,Scales,D,3
