ScoreID,Student,Instrument,ScoreGroup,Description,Score
873352,51279,Trombone,Major Scales,Db,4
873353,51279,Trombone,Major Scales,D,4
873354,51279,Trombone,Major Scales,Eb,2
873355,51279,Trombone,Major Scales,E,4
873356,51279,Trombone,Major Scales,F,4
873357,51279,Trombone,Major Scales,Gb,2
873358,51279,Trombone,Sight-Reading,Tone Quality,4
873359,51279,Trombone,Sight-Reading,Note Accuracy,4
873360,51279,Trombone,Sight-Reading,Rhythmic Accuracy,3
873361,51279,Trombone,Sight-Reading,"Musicallity, Tempo & Style",2
941695,51280,Bass Trombone,Lyrical Etude,Tone Quality,15
941696,51280,Bass Trombone,Lyrical Etude,Note Accuracy,5
941697,51280,Bass Trombone,Lyrical Etude,Rhythmic Accuracy,5
941698,51280,Bass Trombone,Lyrical Etude,"Musicallity, Tempo & Style",12
941699,51280,Bass Trombone,Technical Etude,Tone Quality,15
941700,51280,Bass Trombone,Technical Etude,Note Accuracy,6
941701,51280,Bass Trombone,Technical Etude,Rhythmic Accuracy,7
941702,51280,Bass Trombone,Technical Etude,"Musicallity, Tempo & Style",11
941703,51280,Bass Trombone,Chromatic Scale,Chromatic Scale,12
941704,51280,Bass Trombone,Major Scales,G,3
941705,51280,Bass Trombone,Major Scales,Ab,7
941706,51280,Bass Trombone,Major Scales,A,3
941707,51280,Bass Trombone,Major Scales,Bb,11
941708,51280,Bass Trombone,Major Scales,B,3
941709,51280,Bass Trombone,Major Scales,C,3
941710,51280,Bass Trombone,Major Scales,Db,3
941711,51280,Bass Trombone,Major Scales,D,3
941712,51280,Bass Trombone,Major Scales,Eb,7
941713,51280,Bass Trombone,Major Scales,E,3
941714,51280,Bass Trombone,Major Scales,F,8
941715,51280,Bass Trombone,Major Scales,Gb,7
941716,51280,Bass Trombone,Sight-Reading,Tone Quality,4
941717,51280,Bass Trombone,Sight-Reading,Note Accuracy,3
941718,51280,Bass Trombone,Sight-Reading,Rhythmic Accuracy,4
941719,51280,Bass Trombone,Sight-Reading,"Musicallity, Tempo & Style",3
910501,51281,Bb Clarinet,Lyrical Etude,Tone Quality,18
910502,51281,Bb Clarinet,Lyrical Etude,Note Accuracy,10
910503,51281,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
910504,51281,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",10
910505,51281,Bb Clarinet,Technical Etude,Tone Quality,10
910506,51281,Bb Clarinet,Technical Etude,Note Accuracy,5
910507,51281,Bb Clarinet,Technical Etude,Rhythmic Accuracy,5
910508,51281,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",10
910509,51281,Bb Clarinet,Chromatic Scale,Chromatic Scale,10
910510,51281,Bb Clarinet,Major Scales,G,10
910511,51281,Bb Clarinet,Major Scales,Ab,10
910512,51281,Bb Clarinet,Major Scales,A,9
910513,51281,Bb Clarinet,Major Scales,Bb,9
910514,51281,Bb Clarinet,Major Scales,B,1
910515,51281,Bb Clarinet,Major Scales,C,1
910516,51281,Bb Clarinet,Major Scales,Db,9
910517,51281,Bb Clarinet,Major Scales,D,10
910518,51281,Bb Clarinet,Major Scales,Eb,5
910519,51281,Bb Clarinet,Major Scales,E,1
910520,51281,Bb Clarinet,Major Scales,F,5
910521,51281,Bb Clarinet,Major Scales,Gb,5
910522,51281,Bb Clarinet,Sight-Reading,Tone Quality,8
910523,51281,Bb Clarinet,Sight-Reading,Note Accuracy,1
910524,51281,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,1
910525,51281,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",1
861558,51284,Flute,Lyrical Etude,Tone Quality,9
861559,51284,Flute,Lyrical Etude,Note Accuracy,6
861560,51284,Flute,Lyrical Etude,Rhythmic Accuracy,7
861561,51284,Flute,Lyrical Etude,"Musicallity, Tempo & Style",11
861562,51284,Flute,Technical Etude,Tone Quality,9
861563,51284,Flute,Technical Etude,Note Accuracy,5
861564,51284,Flute,Technical Etude,Rhythmic Accuracy,4
861565,51284,Flute,Technical Etude,"Musicallity, Tempo & Style",6
861566,51284,Flute,Chromatic Scale,Chromatic Scale,6
861567,51284,Flute,Major Scales,G,7
861568,51284,Flute,Major Scales,Ab,9
861569,51284,Flute,Major Scales,A,7
861570,51284,Flute,Major Scales,Bb,9
861571,51284,Flute,Major Scales,B,7
861572,51284,Flute,Major Scales,C,7
861573,51284,Flute,Major Scales,Db,7
861574,51284,Flute,Major Scales,D,5
861575,51284,Flute,Major Scales,Eb,7
861576,51284,Flute,Major Scales,E,6
861577,51284,Flute,Major Scales,F,9
861578,51284,Flute,Major Scales,Gb,4
861579,51284,Flute,Sight-Reading,Tone Quality,5
861580,51284,Flute,Sight-Reading,Note Accuracy,1
861581,51284,Flute,Sight-Reading,Rhythmic Accuracy,1
861582,51284,Flute,Sight-Reading,"Musicallity, Tempo & Style",1
861630,51285,Flute,Lyrical Etude,Tone Quality,9
861631,51285,Flute,Lyrical Etude,Note Accuracy,7
861632,51285,Flute,Lyrical Etude,Rhythmic Accuracy,7
861633,51285,Flute,Lyrical Etude,"Musicallity, Tempo & Style",9
861634,51285,Flute,Technical Etude,Tone Quality,8
861635,51285,Flute,Technical Etude,Note Accuracy,6
861636,51285,Flute,Technical Etude,Rhythmic Accuracy,5
861637,51285,Flute,Technical Etude,"Musicallity, Tempo & Style",8
861638,51285,Flute,Chromatic Scale,Chromatic Scale,7
861639,51285,Flute,Major Scales,G,6
861640,51285,Flute,Major Scales,Ab,7
861641,51285,Flute,Major Scales,A,6
861642,51285,Flute,Major Scales,Bb,6
861643,51285,Flute,Major Scales,B,7
861644,51285,Flute,Major Scales,C,9
861645,51285,Flute,Major Scales,Db,8
861646,51285,Flute,Major Scales,D,8
861647,51285,Flute,Major Scales,Eb,8
861648,51285,Flute,Major Scales,E,5
861649,51285,Flute,Major Scales,F,8
861650,51285,Flute,Major Scales,Gb,6
861651,51285,Flute,Sight-Reading,Tone Quality,3
861652,51285,Flute,Sight-Reading,Note Accuracy,3
861653,51285,Flute,Sight-Reading,Rhythmic Accuracy,4
861654,51285,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
857655,51287,Alto Saxophone,Lyrical Etude,Tone Quality,16
857656,51287,Alto Saxophone,Lyrical Etude,Note Accuracy,9
857657,51287,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,9
857658,51287,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",17
857659,51287,Alto Saxophone,Technical Etude,Tone Quality,17
857660,51287,Alto Saxophone,Technical Etude,Note Accuracy,9
857661,51287,Alto Saxophone,Technical Etude,Rhythmic Accuracy,9
857662,51287,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",18
857663,51287,Alto Saxophone,Chromatic Scale,Chromatic Scale,14
857664,51287,Alto Saxophone,Major Scales,G,9
857665,51287,Alto Saxophone,Major Scales,Ab,9
857666,51287,Alto Saxophone,Major Scales,A,10
857667,51287,Alto Saxophone,Major Scales,Bb,5
857668,51287,Alto Saxophone,Major Scales,B,5
857669,51287,Alto Saxophone,Major Scales,C,5
857670,51287,Alto Saxophone,Major Scales,Db,9
857671,51287,Alto Saxophone,Major Scales,D,8
857672,51287,Alto Saxophone,Major Scales,Eb,9
857673,51287,Alto Saxophone,Major Scales,E,9
857674,51287,Alto Saxophone,Major Scales,F,10
857675,51287,Alto Saxophone,Major Scales,Gb,9
857676,51287,Alto Saxophone,Sight-Reading,Tone Quality,8
857677,51287,Alto Saxophone,Sight-Reading,Note Accuracy,8
857678,51287,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,9
857679,51287,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",8
894829,51289,Tuba,Lyrical Etude,Tone Quality,15
894830,51289,Tuba,Lyrical Etude,Note Accuracy,6
894831,51289,Tuba,Lyrical Etude,Rhythmic Accuracy,8
894832,51289,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",13
894837,51289,Tuba,Technical Etude,Tone Quality,14
894838,51289,Tuba,Technical Etude,Note Accuracy,5
894839,51289,Tuba,Technical Etude,Rhythmic Accuracy,6
894840,51289,Tuba,Technical Etude,"Musicallity, Tempo & Style",10
894841,51289,Tuba,Chromatic Scale,Chromatic Scale,9
894842,51289,Tuba,Major Scales,G,7
894843,51289,Tuba,Major Scales,Ab,8
894844,51289,Tuba,Major Scales,A,7
894845,51289,Tuba,Major Scales,Bb,9
894846,51289,Tuba,Major Scales,B,7
894847,51289,Tuba,Major Scales,C,8
894848,51289,Tuba,Major Scales,Db,7
894849,51289,Tuba,Major Scales,D,8
894850,51289,Tuba,Major Scales,Eb,8
894851,51289,Tuba,Major Scales,E,8
894852,51289,Tuba,Major Scales,F,9
894853,51289,Tuba,Major Scales,Gb,8
894833,51289,Tuba,Sight-Reading,Tone Quality,8
894834,51289,Tuba,Sight-Reading,Note Accuracy,6
894835,51289,Tuba,Sight-Reading,Rhythmic Accuracy,6
894836,51289,Tuba,Sight-Reading,"Musicallity, Tempo & Style",7
845123,51302,Trumpet,Lyrical Etude,Tone Quality,7
845124,51302,Trumpet,Lyrical Etude,Note Accuracy,4
845125,51302,Trumpet,Lyrical Etude,Rhythmic Accuracy,3
845126,51302,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",6
845127,51302,Trumpet,Technical Etude,Tone Quality,8
845128,51302,Trumpet,Technical Etude,Note Accuracy,4
845129,51302,Trumpet,Technical Etude,Rhythmic Accuracy,5
845130,51302,Trumpet,Technical Etude,"Musicallity, Tempo & Style",5
845131,51302,Trumpet,Chromatic Scale,Chromatic Scale,9
845132,51302,Trumpet,Major Scales,G,5
845133,51302,Trumpet,Major Scales,Ab,8
845134,51302,Trumpet,Major Scales,A,5
845135,51302,Trumpet,Major Scales,Bb,8
845136,51302,Trumpet,Major Scales,B,4
845137,51302,Trumpet,Major Scales,C,4
845138,51302,Trumpet,Major Scales,Db,3
845139,51302,Trumpet,Major Scales,D,3
845140,51302,Trumpet,Major Scales,Eb,5
845141,51302,Trumpet,Major Scales,E,0
845142,51302,Trumpet,Major Scales,F,0
845143,51302,Trumpet,Major Scales,Gb,0
845144,51302,Trumpet,Sight-Reading,Tone Quality,4
845145,51302,Trumpet,Sight-Reading,Note Accuracy,4
845146,51302,Trumpet,Sight-Reading,Rhythmic Accuracy,3
845147,51302,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",4
861734,51303,Flute,Lyrical Etude,Tone Quality,13
861735,51303,Flute,Lyrical Etude,Note Accuracy,8
861736,51303,Flute,Lyrical Etude,Rhythmic Accuracy,8
861737,51303,Flute,Lyrical Etude,"Musicallity, Tempo & Style",11
861738,51303,Flute,Technical Etude,Tone Quality,11
861739,51303,Flute,Technical Etude,Note Accuracy,7
861740,51303,Flute,Technical Etude,Rhythmic Accuracy,7
861741,51303,Flute,Technical Etude,"Musicallity, Tempo & Style",10
861742,51303,Flute,Chromatic Scale,Chromatic Scale,9
861743,51303,Flute,Major Scales,G,9
861744,51303,Flute,Major Scales,Ab,8
861745,51303,Flute,Major Scales,A,8
861746,51303,Flute,Major Scales,Bb,8
861747,51303,Flute,Major Scales,B,7
861748,51303,Flute,Major Scales,C,5
861749,51303,Flute,Major Scales,Db,7
861750,51303,Flute,Major Scales,D,7
861751,51303,Flute,Major Scales,Eb,9
861752,51303,Flute,Major Scales,E,9
861753,51303,Flute,Major Scales,F,9
861754,51303,Flute,Major Scales,Gb,7
861755,51303,Flute,Sight-Reading,Tone Quality,7
861756,51303,Flute,Sight-Reading,Note Accuracy,3
861757,51303,Flute,Sight-Reading,Rhythmic Accuracy,3
861758,51303,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
910543,51307,Bb Clarinet,Lyrical Etude,Tone Quality,20
910544,51307,Bb Clarinet,Lyrical Etude,Note Accuracy,10
910545,51307,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
910546,51307,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",20
910547,51307,Bb Clarinet,Technical Etude,Tone Quality,15
910548,51307,Bb Clarinet,Technical Etude,Note Accuracy,8
910549,51307,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
910550,51307,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",15
910551,51307,Bb Clarinet,Chromatic Scale,Chromatic Scale,13
910552,51307,Bb Clarinet,Major Scales,G,3
910553,51307,Bb Clarinet,Major Scales,Ab,10
910554,51307,Bb Clarinet,Major Scales,A,10
910555,51307,Bb Clarinet,Major Scales,Bb,10
910556,51307,Bb Clarinet,Major Scales,B,10
910557,51307,Bb Clarinet,Major Scales,C,10
910558,51307,Bb Clarinet,Major Scales,Db,10
910559,51307,Bb Clarinet,Major Scales,D,10
910560,51307,Bb Clarinet,Major Scales,Eb,10
910561,51307,Bb Clarinet,Major Scales,E,15
910562,51307,Bb Clarinet,Major Scales,F,15
910563,51307,Bb Clarinet,Major Scales,Gb,5
910564,51307,Bb Clarinet,Sight-Reading,Tone Quality,10
910565,51307,Bb Clarinet,Sight-Reading,Note Accuracy,10
910566,51307,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,10
910567,51307,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",5
851043,51309,French Horn,Lyrical Etude,Tone Quality,16
851044,51309,French Horn,Lyrical Etude,Note Accuracy,5
851045,51309,French Horn,Lyrical Etude,Rhythmic Accuracy,8
851046,51309,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",14
851047,51309,French Horn,Technical Etude,Tone Quality,16
851048,51309,French Horn,Technical Etude,Note Accuracy,6
851049,51309,French Horn,Technical Etude,Rhythmic Accuracy,6
851050,51309,French Horn,Technical Etude,"Musicallity, Tempo & Style",10
851051,51309,French Horn,Chromatic Scale,Chromatic Scale,6
851052,51309,French Horn,Major Scales,G,7
851053,51309,French Horn,Major Scales,Ab,8
851054,51309,French Horn,Major Scales,A,8
851055,51309,French Horn,Major Scales,Bb,10
851056,51309,French Horn,Major Scales,B,7
851057,51309,French Horn,Major Scales,C,7
851058,51309,French Horn,Major Scales,Db,5
851059,51309,French Horn,Major Scales,D,6
851060,51309,French Horn,Major Scales,Eb,7
851061,51309,French Horn,Major Scales,E,8
851062,51309,French Horn,Major Scales,F,4
851063,51309,French Horn,Major Scales,Gb,0
851064,51309,French Horn,Sight-Reading,Tone Quality,6
851065,51309,French Horn,Sight-Reading,Note Accuracy,4
851066,51309,French Horn,Sight-Reading,Rhythmic Accuracy,2
851067,51309,French Horn,Sight-Reading,"Musicallity, Tempo & Style",2
857834,51320,Percussion,Mallet Etude,Note Accuracy & Tone,4
857835,51320,Percussion,Mallet Etude,Rhythmic Accuracy,6
857836,51320,Percussion,Mallet Etude,"Musicality, Tempo & Style",4
851905,51320,Percussion,Snare Etude,Rudimental Accuracy,6
851906,51320,Percussion,Snare Etude,Rhythmic Accuracy,5
851907,51320,Percussion,Snare Etude,"Musicality, Tempo & Style",12
857837,51320,Percussion,Timpani Etude,Tuning Accuracy,4
857838,51320,Percussion,Timpani Etude,Rhythmic Accuracy,6
857839,51320,Percussion,Timpani Etude,"Musicality, Tempo, & Style",8
851908,51320,Percussion,Chromatic Scale,Chromatic Scale,3
851909,51320,Percussion,Major Scales,G,3
851910,51320,Percussion,Major Scales,Ab,6
851911,51320,Percussion,Major Scales,A,5
851912,51320,Percussion,Major Scales,Bb,5
851913,51320,Percussion,Major Scales,B,5
851914,51320,Percussion,Major Scales,C,4
851915,51320,Percussion,Major Scales,Db,5
851916,51320,Percussion,Major Scales,D,3
851917,51320,Percussion,Major Scales,Eb,5
851918,51320,Percussion,Major Scales,E,3
851919,51320,Percussion,Major Scales,F,4
851920,51320,Percussion,Major Scales,Gb,4
851921,51320,Percussion,Reading-Mallet,Note Accuracy & Tone,4
851922,51320,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,5
851923,51320,Percussion,Reading-Mallet,Musicality & Style,5
851924,51320,Percussion,Reading-Snare,Note Accuracy & Tone,6
851925,51320,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,6
851926,51320,Percussion,Reading-Snare,Musicality & Style,5
851068,51324,French Horn,Lyrical Etude,Tone Quality,14
851069,51324,French Horn,Lyrical Etude,Note Accuracy,6
851070,51324,French Horn,Lyrical Etude,Rhythmic Accuracy,7
851071,51324,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",15
851072,51324,French Horn,Technical Etude,Tone Quality,15
851073,51324,French Horn,Technical Etude,Note Accuracy,8
851074,51324,French Horn,Technical Etude,Rhythmic Accuracy,8
851075,51324,French Horn,Technical Etude,"Musicallity, Tempo & Style",15
851076,51324,French Horn,Chromatic Scale,Chromatic Scale,13
851077,51324,French Horn,Major Scales,G,8
851078,51324,French Horn,Major Scales,Ab,8
851079,51324,French Horn,Major Scales,A,7
851080,51324,French Horn,Major Scales,Bb,6
851081,51324,French Horn,Major Scales,B,7
851082,51324,French Horn,Major Scales,C,7
851083,51324,French Horn,Major Scales,Db,6
851084,51324,French Horn,Major Scales,D,8
851085,51324,French Horn,Major Scales,Eb,7
851086,51324,French Horn,Major Scales,E,6
851087,51324,French Horn,Major Scales,F,12
851088,51324,French Horn,Major Scales,Gb,8
851089,51324,French Horn,Sight-Reading,Tone Quality,6
851090,51324,French Horn,Sight-Reading,Note Accuracy,4
851091,51324,French Horn,Sight-Reading,Rhythmic Accuracy,4
851092,51324,French Horn,Sight-Reading,"Musicallity, Tempo & Style",4
857686,51326,Alto Saxophone,Lyrical Etude,Tone Quality,16
857687,51326,Alto Saxophone,Lyrical Etude,Note Accuracy,8
857688,51326,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,5
857689,51326,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",15
857690,51326,Alto Saxophone,Technical Etude,Tone Quality,15
857691,51326,Alto Saxophone,Technical Etude,Note Accuracy,8
857692,51326,Alto Saxophone,Technical Etude,Rhythmic Accuracy,6
857693,51326,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",13
857694,51326,Alto Saxophone,Chromatic Scale,Chromatic Scale,12
857695,51326,Alto Saxophone,Major Scales,G,8
857696,51326,Alto Saxophone,Major Scales,Ab,8
857697,51326,Alto Saxophone,Major Scales,A,8
857698,51326,Alto Saxophone,Major Scales,Bb,5
