ScoreID,Student,Instrument,CategoryGroup,Category,Score
434100,28626,Flute,Scales,Eb,0
434101,28626,Flute,Scales,E,0
434102,28626,Flute,Scales,F,0
434103,28626,Flute,Scales,Gb,0
434104,28626,Flute,Scales,Note Accuracy/Consistency,0
434105,28626,Flute,Scales,Tone Quality,0
434106,28626,Flute,Scales,"Musicality, Tempo, & Style",0
434107,28626,Flute,Sight-Reading,Note Accuracy,2
434108,28626,Flute,Sight-Reading,Rhythmic Accuracy,0
434109,28626,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
434110,28626,Flute,Sight-Reading,Tone Quality,3
434111,28626,Flute,Sight-Reading,Artistry,0
434112,28685,Flute,Lyrical Etude,"Musicallity, Tempo & Style",11
434113,28685,Flute,Lyrical Etude,Tone Quality,10
434114,28685,Flute,Lyrical Etude,Note Accuracy,8
434115,28685,Flute,Lyrical Etude,Rhythmic Accuracy,7
434116,28685,Flute,Lyrical Etude,Artistry,3
434117,28685,Flute,Technical Etude,"Musicallity, Tempo & Style",11
434118,28685,Flute,Technical Etude,Tone Quality,10
434119,28685,Flute,Technical Etude,Note Accuracy,6
434120,28685,Flute,Technical Etude,Rhythmic Accuracy,6
434121,28685,Flute,Technical Etude,Artistry,3
434122,28685,Flute,Scales,Chromatic,0
434123,28685,Flute,Scales,G,4
434124,28685,Flute,Scales,Ab,3
434125,28685,Flute,Scales,A,3
434126,28685,Flute,Scales,Bb,4
434127,28685,Flute,Scales,B,3
434128,28685,Flute,Scales,C,6
434129,28685,Flute,Scales,Db,1
434130,28685,Flute,Scales,D,4
434131,28685,Flute,Scales,Eb,4
434132,28685,Flute,Scales,E,0
434133,28685,Flute,Scales,F,0
434134,28685,Flute,Scales,Gb,0
434135,28685,Flute,Scales,Note Accuracy/Consistency,20
434136,28685,Flute,Scales,Tone Quality,15
434137,28685,Flute,Scales,"Musicality, Tempo, & Style",5
434138,28685,Flute,Sight-Reading,Note Accuracy,5
434139,28685,Flute,Sight-Reading,Rhythmic Accuracy,6
434140,28685,Flute,Sight-Reading,"Musicallity, Tempo & Style",4
434141,28685,Flute,Sight-Reading,Tone Quality,3
434142,28685,Flute,Sight-Reading,Artistry,1
434143,28721,Flute,Lyrical Etude,"Musicallity, Tempo & Style",10
434144,28721,Flute,Lyrical Etude,Tone Quality,8
434145,28721,Flute,Lyrical Etude,Note Accuracy,8
434146,28721,Flute,Lyrical Etude,Rhythmic Accuracy,7
434147,28721,Flute,Lyrical Etude,Artistry,2
434148,28721,Flute,Technical Etude,"Musicallity, Tempo & Style",11
434149,28721,Flute,Technical Etude,Tone Quality,9
434150,28721,Flute,Technical Etude,Note Accuracy,8
434151,28721,Flute,Technical Etude,Rhythmic Accuracy,8
434152,28721,Flute,Technical Etude,Artistry,3
434153,28721,Flute,Scales,Chromatic,12
434154,28721,Flute,Scales,G,4
434155,28721,Flute,Scales,Ab,4
434156,28721,Flute,Scales,A,4
434157,28721,Flute,Scales,Bb,5
434158,28721,Flute,Scales,B,6
434159,28721,Flute,Scales,C,6
434160,28721,Flute,Scales,Db,6
434161,28721,Flute,Scales,D,3
434162,28721,Flute,Scales,Eb,3
434163,28721,Flute,Scales,E,4
434164,28721,Flute,Scales,F,4
434165,28721,Flute,Scales,Gb,4
434166,28721,Flute,Scales,Note Accuracy/Consistency,22
434167,28721,Flute,Scales,Tone Quality,12
434168,28721,Flute,Scales,"Musicality, Tempo, & Style",8
434169,28721,Flute,Sight-Reading,Note Accuracy,5
434170,28721,Flute,Sight-Reading,Rhythmic Accuracy,5
434171,28721,Flute,Sight-Reading,"Musicallity, Tempo & Style",5
434172,28721,Flute,Sight-Reading,Tone Quality,2
434173,28721,Flute,Sight-Reading,Artistry,2
434174,28724,Flute,Lyrical Etude,"Musicallity, Tempo & Style",9
434175,28724,Flute,Lyrical Etude,Tone Quality,8
434176,28724,Flute,Lyrical Etude,Note Accuracy,8
434177,28724,Flute,Lyrical Etude,Rhythmic Accuracy,8
434178,28724,Flute,Lyrical Etude,Artistry,3
434179,28724,Flute,Technical Etude,"Musicallity, Tempo & Style",9
434180,28724,Flute,Technical Etude,Tone Quality,8
434181,28724,Flute,Technical Etude,Note Accuracy,7
434182,28724,Flute,Technical Etude,Rhythmic Accuracy,7
434183,28724,Flute,Technical Etude,Artistry,1
434184,28724,Flute,Scales,Chromatic,10
434185,28724,Flute,Scales,G,4
434186,28724,Flute,Scales,Ab,3
434187,28724,Flute,Scales,A,3
434188,28724,Flute,Scales,Bb,3
434189,28724,Flute,Scales,B,5
434190,28724,Flute,Scales,C,6
434191,28724,Flute,Scales,Db,4
434192,28724,Flute,Scales,D,3
434193,28724,Flute,Scales,Eb,3
434194,28724,Flute,Scales,E,4
434195,28724,Flute,Scales,F,4
434196,28724,Flute,Scales,Gb,0
434197,28724,Flute,Scales,Note Accuracy/Consistency,19
434198,28724,Flute,Scales,Tone Quality,11
434199,28724,Flute,Scales,"Musicality, Tempo, & Style",7
434200,28724,Flute,Sight-Reading,Note Accuracy,5
434201,28724,Flute,Sight-Reading,Rhythmic Accuracy,4
434202,28724,Flute,Sight-Reading,"Musicallity, Tempo & Style",4
434203,28724,Flute,Sight-Reading,Tone Quality,2
434204,28724,Flute,Sight-Reading,Artistry,1
434205,28726,Flute,Lyrical Etude,"Musicallity, Tempo & Style",12
434206,28726,Flute,Lyrical Etude,Tone Quality,11
434207,28726,Flute,Lyrical Etude,Note Accuracy,8
434208,28726,Flute,Lyrical Etude,Rhythmic Accuracy,7
434209,28726,Flute,Lyrical Etude,Artistry,3
434210,28726,Flute,Technical Etude,"Musicallity, Tempo & Style",13
434211,28726,Flute,Technical Etude,Tone Quality,12
434212,28726,Flute,Technical Etude,Note Accuracy,8
434213,28726,Flute,Technical Etude,Rhythmic Accuracy,8
434214,28726,Flute,Technical Etude,Artistry,3
434215,28726,Flute,Scales,Chromatic,11
434216,28726,Flute,Scales,G,5
434217,28726,Flute,Scales,Ab,4
434218,28726,Flute,Scales,A,4
434219,28726,Flute,Scales,Bb,5
434220,28726,Flute,Scales,B,3
434221,28726,Flute,Scales,C,7
434222,28726,Flute,Scales,Db,4
434223,28726,Flute,Scales,D,5
434224,28726,Flute,Scales,Eb,4
434225,28726,Flute,Scales,E,4
434226,28726,Flute,Scales,F,4
434227,28726,Flute,Scales,Gb,5
434228,28726,Flute,Scales,Note Accuracy/Consistency,24
434229,28726,Flute,Scales,Tone Quality,14
434230,28726,Flute,Scales,"Musicality, Tempo, & Style",8
434231,28726,Flute,Sight-Reading,Note Accuracy,5
434232,28726,Flute,Sight-Reading,Rhythmic Accuracy,4
434233,28726,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
434234,28726,Flute,Sight-Reading,Tone Quality,2
434235,28726,Flute,Sight-Reading,Artistry,1
434236,28802,Flute,Lyrical Etude,"Musicallity, Tempo & Style",11
434237,28802,Flute,Lyrical Etude,Tone Quality,7
434238,28802,Flute,Lyrical Etude,Note Accuracy,7
434239,28802,Flute,Lyrical Etude,Rhythmic Accuracy,6
434240,28802,Flute,Lyrical Etude,Artistry,2
434241,28802,Flute,Technical Etude,"Musicallity, Tempo & Style",11
434242,28802,Flute,Technical Etude,Tone Quality,8
434243,28802,Flute,Technical Etude,Note Accuracy,6
434244,28802,Flute,Technical Etude,Rhythmic Accuracy,6
434245,28802,Flute,Technical Etude,Artistry,2
434246,28802,Flute,Scales,Chromatic,9
434247,28802,Flute,Scales,G,5
434248,28802,Flute,Scales,Ab,5
434249,28802,Flute,Scales,A,5
434250,28802,Flute,Scales,Bb,5
434251,28802,Flute,Scales,B,4
434252,28802,Flute,Scales,C,5
434253,28802,Flute,Scales,Db,5
434254,28802,Flute,Scales,D,5
434255,28802,Flute,Scales,Eb,5
434256,28802,Flute,Scales,E,4
434257,28802,Flute,Scales,F,5
434258,28802,Flute,Scales,Gb,0
434259,28802,Flute,Scales,Note Accuracy/Consistency,21
434260,28802,Flute,Scales,Tone Quality,8
434261,28802,Flute,Scales,"Musicality, Tempo, & Style",5
434262,28802,Flute,Sight-Reading,Note Accuracy,4
434263,28802,Flute,Sight-Reading,Rhythmic Accuracy,4
434264,28802,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
434265,28802,Flute,Sight-Reading,Tone Quality,2
434266,28802,Flute,Sight-Reading,Artistry,1
434267,28811,Flute,Lyrical Etude,"Musicallity, Tempo & Style",12
434268,28811,Flute,Lyrical Etude,Tone Quality,9
434269,28811,Flute,Lyrical Etude,Note Accuracy,8
434270,28811,Flute,Lyrical Etude,Rhythmic Accuracy,7
434271,28811,Flute,Lyrical Etude,Artistry,2
434272,28811,Flute,Technical Etude,"Musicallity, Tempo & Style",12
434273,28811,Flute,Technical Etude,Tone Quality,7
434274,28811,Flute,Technical Etude,Note Accuracy,7
434275,28811,Flute,Technical Etude,Rhythmic Accuracy,7
434276,28811,Flute,Technical Etude,Artistry,2
434277,28811,Flute,Scales,Chromatic,7
434278,28811,Flute,Scales,G,4
434279,28811,Flute,Scales,Ab,4
434280,28811,Flute,Scales,A,0
434281,28811,Flute,Scales,Bb,4
434282,28811,Flute,Scales,B,0
434283,28811,Flute,Scales,C,4
434284,28811,Flute,Scales,Db,4
434285,28811,Flute,Scales,D,3
434286,28811,Flute,Scales,Eb,1
434287,28811,Flute,Scales,E,3
434288,28811,Flute,Scales,F,2
434289,28811,Flute,Scales,Gb,2
434290,28811,Flute,Scales,Note Accuracy/Consistency,12
434291,28811,Flute,Scales,Tone Quality,9
434292,28811,Flute,Scales,"Musicality, Tempo, & Style",5
434293,28811,Flute,Sight-Reading,Note Accuracy,3
434294,28811,Flute,Sight-Reading,Rhythmic Accuracy,4
434295,28811,Flute,Sight-Reading,"Musicallity, Tempo & Style",2
434296,28811,Flute,Sight-Reading,Tone Quality,2
434297,28811,Flute,Sight-Reading,Artistry,0
434298,28909,Flute,Lyrical Etude,"Musicallity, Tempo & Style",13
434299,28909,Flute,Lyrical Etude,Tone Quality,10
434300,28909,Flute,Lyrical Etude,Note Accuracy,8
434301,28909,Flute,Lyrical Etude,Rhythmic Accuracy,8
434302,28909,Flute,Lyrical Etude,Artistry,3
434303,28909,Flute,Technical Etude,"Musicallity, Tempo & Style",13
434304,28909,Flute,Technical Etude,Tone Quality,10
434305,28909,Flute,Technical Etude,Note Accuracy,8
434306,28909,Flute,Technical Etude,Rhythmic Accuracy,8
434307,28909,Flute,Technical Etude,Artistry,3
434308,28909,Flute,Scales,Chromatic,11
434309,28909,Flute,Scales,G,5
434310,28909,Flute,Scales,Ab,4
434311,28909,Flute,Scales,A,5
434312,28909,Flute,Scales,Bb,5
434313,28909,Flute,Scales,B,7
434314,28909,Flute,Scales,C,7
434315,28909,Flute,Scales,Db,7
434316,28909,Flute,Scales,D,6
434317,28909,Flute,Scales,Eb,4
434318,28909,Flute,Scales,E,5
434319,28909,Flute,Scales,F,4
434320,28909,Flute,Scales,Gb,4
434321,28909,Flute,Scales,Note Accuracy/Consistency,24
434322,28909,Flute,Scales,Tone Quality,15
434323,28909,Flute,Scales,"Musicality, Tempo, & Style",8
434324,28909,Flute,Sight-Reading,Note Accuracy,6
434325,28909,Flute,Sight-Reading,Rhythmic Accuracy,5
434326,28909,Flute,Sight-Reading,"Musicallity, Tempo & Style",5
434327,28909,Flute,Sight-Reading,Tone Quality,3
434328,28909,Flute,Sight-Reading,Artistry,2
434329,28947,Flute,Lyrical Etude,"Musicallity, Tempo & Style",16
434330,28947,Flute,Lyrical Etude,Tone Quality,13
434331,28947,Flute,Lyrical Etude,Note Accuracy,9
434332,28947,Flute,Lyrical Etude,Rhythmic Accuracy,9
434333,28947,Flute,Lyrical Etude,Artistry,4
434334,28947,Flute,Technical Etude,"Musicallity, Tempo & Style",14
434335,28947,Flute,Technical Etude,Tone Quality,12
434336,28947,Flute,Technical Etude,Note Accuracy,8
434337,28947,Flute,Technical Etude,Rhythmic Accuracy,8
434338,28947,Flute,Technical Etude,Artistry,4
434339,28947,Flute,Scales,Chromatic,9
434340,28947,Flute,Scales,G,5
434341,28947,Flute,Scales,Ab,5
434342,28947,Flute,Scales,A,4
434343,28947,Flute,Scales,Bb,4
434344,28947,Flute,Scales,B,3
434345,28947,Flute,Scales,C,6
434346,28947,Flute,Scales,Db,5
434347,28947,Flute,Scales,D,4
434348,28947,Flute,Scales,Eb,4
434349,28947,Flute,Scales,E,4
434350,28947,Flute,Scales,F,5
434351,28947,Flute,Scales,Gb,4
434352,28947,Flute,Scales,Note Accuracy/Consistency,21
434353,28947,Flute,Scales,Tone Quality,13
434354,28947,Flute,Scales,"Musicality, Tempo, & Style",7
434355,28947,Flute,Sight-Reading,Note Accuracy,4
434356,28947,Flute,Sight-Reading,Rhythmic Accuracy,4
434357,28947,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
434358,28947,Flute,Sight-Reading,Tone Quality,4
434359,28947,Flute,Sight-Reading,Artistry,1
434360,28568,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",12
434361,28568,Trombone,Lyrical Etude,Tone Quality,9
434362,28568,Trombone,Lyrical Etude,Note Accuracy,10
434363,28568,Trombone,Lyrical Etude,Rhythmic Accuracy,8
434364,28568,Trombone,Lyrical Etude,Artistry,3
434365,28568,Trombone,Technical Etude,"Musicallity, Tempo & Style",15
434366,28568,Trombone,Technical Etude,Tone Quality,9
434367,28568,Trombone,Technical Etude,Note Accuracy,7
434368,28568,Trombone,Technical Etude,Rhythmic Accuracy,7
434369,28568,Trombone,Technical Etude,Artistry,3
434370,28568,Trombone,Scales,Chromatic,10
434371,28568,Trombone,Scales,G,3
434372,28568,Trombone,Scales,Ab,4
434373,28568,Trombone,Scales,A,3
434374,28568,Trombone,Scales,Bb,4
434375,28568,Trombone,Scales,B,4
434376,28568,Trombone,Scales,C,2
434377,28568,Trombone,Scales,Db,2
434378,28568,Trombone,Scales,D,3
434379,28568,Trombone,Scales,Eb,2
434380,28568,Trombone,Scales,E,3
434381,28568,Trombone,Scales,F,4
434382,28568,Trombone,Scales,Gb,3
434383,28568,Trombone,Scales,Note Accuracy/Consistency,20
434384,28568,Trombone,Scales,Tone Quality,10
434385,28568,Trombone,Scales,"Musicality, Tempo, & Style",5
434386,28568,Trombone,Sight-Reading,Note Accuracy,4
434387,28568,Trombone,Sight-Reading,Rhythmic Accuracy,6
434388,28568,Trombone,Sight-Reading,"Musicallity, Tempo & Style",4
434389,28568,Trombone,Sight-Reading,Tone Quality,3
434390,28568,Trombone,Sight-Reading,Artistry,2
434391,28570,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",12
434392,28570,Trombone,Lyrical Etude,Tone Quality,12
434393,28570,Trombone,Lyrical Etude,Note Accuracy,10
434394,28570,Trombone,Lyrical Etude,Rhythmic Accuracy,9
434395,28570,Trombone,Lyrical Etude,Artistry,3
434396,28570,Trombone,Technical Etude,"Musicallity, Tempo & Style",18
434397,28570,Trombone,Technical Etude,Tone Quality,12
434398,28570,Trombone,Technical Etude,Note Accuracy,8
434399,28570,Trombone,Technical Etude,Rhythmic Accuracy,8
434400,28570,Trombone,Technical Etude,Artistry,4
434401,28570,Trombone,Scales,Chromatic,10
434402,28570,Trombone,Scales,G,4
434403,28570,Trombone,Scales,Ab,4
434404,28570,Trombone,Scales,A,4
434405,28570,Trombone,Scales,Bb,3
434406,28570,Trombone,Scales,B,4
434407,28570,Trombone,Scales,C,6
434408,28570,Trombone,Scales,Db,7
434409,28570,Trombone,Scales,D,6
434410,28570,Trombone,Scales,Eb,4
434411,28570,Trombone,Scales,E,4
434412,28570,Trombone,Scales,F,3
434413,28570,Trombone,Scales,Gb,3
434414,28570,Trombone,Scales,Note Accuracy/Consistency,22
434415,28570,Trombone,Scales,Tone Quality,10
434416,28570,Trombone,Scales,"Musicality, Tempo, & Style",8
434417,28570,Trombone,Sight-Reading,Note Accuracy,7
434418,28570,Trombone,Sight-Reading,Rhythmic Accuracy,7
434419,28570,Trombone,Sight-Reading,"Musicallity, Tempo & Style",5
434420,28570,Trombone,Sight-Reading,Tone Quality,3
434421,28570,Trombone,Sight-Reading,Artistry,2
434422,28620,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",5
434423,28620,Trombone,Lyrical Etude,Tone Quality,3
434424,28620,Trombone,Lyrical Etude,Note Accuracy,5
434425,28620,Trombone,Lyrical Etude,Rhythmic Accuracy,3
434426,28620,Trombone,Lyrical Etude,Artistry,1
434427,28620,Trombone,Technical Etude,"Musicallity, Tempo & Style",10
434428,28620,Trombone,Technical Etude,Tone Quality,3
434429,28620,Trombone,Technical Etude,Note Accuracy,5
434430,28620,Trombone,Technical Etude,Rhythmic Accuracy,2
434431,28620,Trombone,Technical Etude,Artistry,1
434432,28620,Trombone,Scales,Chromatic,2
434433,28620,Trombone,Scales,G,0
434434,28620,Trombone,Scales,Ab,3
434435,28620,Trombone,Scales,A,0
434436,28620,Trombone,Scales,Bb,3
434437,28620,Trombone,Scales,B,0
434438,28620,Trombone,Scales,C,0
434439,28620,Trombone,Scales,Db,0
434440,28620,Trombone,Scales,D,0
434441,28620,Trombone,Scales,Eb,0
434442,28620,Trombone,Scales,E,0
434443,28620,Trombone,Scales,F,2
434444,28620,Trombone,Scales,Gb,0
434445,28620,Trombone,Scales,Note Accuracy/Consistency,5
434446,28620,Trombone,Scales,Tone Quality,10
434447,28620,Trombone,Scales,"Musicality, Tempo, & Style",2
434448,28620,Trombone,Sight-Reading,Note Accuracy,2
434449,28620,Trombone,Sight-Reading,Rhythmic Accuracy,5
434450,28620,Trombone,Sight-Reading,"Musicallity, Tempo & Style",1
434451,28620,Trombone,Sight-Reading,Tone Quality,1
434452,28620,Trombone,Sight-Reading,Artistry,1
434453,28624,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",5
434454,28624,Trombone,Lyrical Etude,Tone Quality,5
434455,28624,Trombone,Lyrical Etude,Note Accuracy,2
434456,28624,Trombone,Lyrical Etude,Rhythmic Accuracy,1
434457,28624,Trombone,Lyrical Etude,Artistry,1
434458,28624,Trombone,Technical Etude,"Musicallity, Tempo & Style",8
434459,28624,Trombone,Technical Etude,Tone Quality,5
434460,28624,Trombone,Technical Etude,Note Accuracy,6
434461,28624,Trombone,Technical Etude,Rhythmic Accuracy,3
434462,28624,Trombone,Technical Etude,Artistry,2
434463,28624,Trombone,Scales,Chromatic,2
434464,28624,Trombone,Scales,G,0
434465,28624,Trombone,Scales,Ab,0
434466,28624,Trombone,Scales,A,0
434467,28624,Trombone,Scales,Bb,0
434468,28624,Trombone,Scales,B,0
434469,28624,Trombone,Scales,C,0
434470,28624,Trombone,Scales,Db,0
434471,28624,Trombone,Scales,D,0
434472,28624,Trombone,Scales,Eb,0
434473,28624,Trombone,Scales,E,0
434474,28624,Trombone,Scales,F,0
434475,28624,Trombone,Scales,Gb,0
434476,28624,Trombone,Scales,Note Accuracy/Consistency,5
434477,28624,Trombone,Scales,Tone Quality,5
434478,28624,Trombone,Scales,"Musicality, Tempo, & Style",1
434479,28624,Trombone,Sight-Reading,Note Accuracy,1
434480,28624,Trombone,Sight-Reading,Rhythmic Accuracy,1
434481,28624,Trombone,Sight-Reading,"Musicallity, Tempo & Style",1
434482,28624,Trombone,Sight-Reading,Tone Quality,1
434483,28624,Trombone,Sight-Reading,Artistry,1
434484,28641,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",16
434485,28641,Trombone,Lyrical Etude,Tone Quality,10
434486,28641,Trombone,Lyrical Etude,Note Accuracy,9
434487,28641,Trombone,Lyrical Etude,Rhythmic Accuracy,8
434488,28641,Trombone,Lyrical Etude,Artistry,4
434489,28641,Trombone,Technical Etude,"Musicallity, Tempo & Style",18
434490,28641,Trombone,Technical Etude,Tone Quality,10
434491,28641,Trombone,Technical Etude,Note Accuracy,9
434492,28641,Trombone,Technical Etude,Rhythmic Accuracy,9
434493,28641,Trombone,Technical Etude,Artistry,4
434494,28641,Trombone,Scales,Chromatic,13
434495,28641,Trombone,Scales,G,4
434496,28641,Trombone,Scales,Ab,4
434497,28641,Trombone,Scales,A,4
434498,28641,Trombone,Scales,Bb,3
434499,28641,Trombone,Scales,B,3
434500,28641,Trombone,Scales,C,4
434501,28641,Trombone,Scales,Db,4
434502,28641,Trombone,Scales,D,3
434503,28641,Trombone,Scales,Eb,4
434504,28641,Trombone,Scales,E,3
434505,28641,Trombone,Scales,F,4
434506,28641,Trombone,Scales,Gb,4
434507,28641,Trombone,Scales,Note Accuracy/Consistency,28
434508,28641,Trombone,Scales,Tone Quality,15
434509,28641,Trombone,Scales,"Musicality, Tempo, & Style",8
434510,28641,Trombone,Sight-Reading,Note Accuracy,6
434511,28641,Trombone,Sight-Reading,Rhythmic Accuracy,3
434512,28641,Trombone,Sight-Reading,"Musicallity, Tempo & Style",3
434513,28641,Trombone,Sight-Reading,Tone Quality,2
434514,28641,Trombone,Sight-Reading,Artistry,2
434515,28672,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",8
434516,28672,Trombone,Lyrical Etude,Tone Quality,5
434517,28672,Trombone,Lyrical Etude,Note Accuracy,7
434518,28672,Trombone,Lyrical Etude,Rhythmic Accuracy,5
434519,28672,Trombone,Lyrical Etude,Artistry,2
434520,28672,Trombone,Technical Etude,"Musicallity, Tempo & Style",10
434521,28672,Trombone,Technical Etude,Tone Quality,5
434522,28672,Trombone,Technical Etude,Note Accuracy,5
434523,28672,Trombone,Technical Etude,Rhythmic Accuracy,3
434524,28672,Trombone,Technical Etude,Artistry,2
434525,28672,Trombone,Scales,Chromatic,7
434526,28672,Trombone,Scales,G,2
434527,28672,Trombone,Scales,Ab,2
434528,28672,Trombone,Scales,A,0
434529,28672,Trombone,Scales,Bb,0
434530,28672,Trombone,Scales,B,0
434531,28672,Trombone,Scales,C,0
434532,28672,Trombone,Scales,Db,0
434533,28672,Trombone,Scales,D,0
434534,28672,Trombone,Scales,Eb,0
434535,28672,Trombone,Scales,E,0
434536,28672,Trombone,Scales,F,0
434537,28672,Trombone,Scales,Gb,0
434538,28672,Trombone,Scales,Note Accuracy/Consistency,5
434539,28672,Trombone,Scales,Tone Quality,5
434540,28672,Trombone,Scales,"Musicality, Tempo, & Style",1
434541,28672,Trombone,Sight-Reading,Note Accuracy,1
434542,28672,Trombone,Sight-Reading,Rhythmic Accuracy,1
434543,28672,Trombone,Sight-Reading,"Musicallity, Tempo & Style",1
434544,28672,Trombone,Sight-Reading,Tone Quality,1
434545,28672,Trombone,Sight-Reading,Artistry,1
434546,28950,Bass Trombone,Lyrical Etude,"Musicallity, Tempo & Style",8
434547,28950,Bass Trombone,Lyrical Etude,Tone Quality,10
434548,28950,Bass Trombone,Lyrical Etude,Note Accuracy,7
434549,28950,Bass Trombone,Lyrical Etude,Rhythmic Accuracy,7
434550,28950,Bass Trombone,Lyrical Etude,Artistry,3
434551,28950,Bass Trombone,Technical Etude,"Musicallity, Tempo & Style",10
434552,28950,Bass Trombone,Technical Etude,Tone Quality,10
434553,28950,Bass Trombone,Technical Etude,Note Accuracy,7
434554,28950,Bass Trombone,Technical Etude,Rhythmic Accuracy,8
434555,28950,Bass Trombone,Technical Etude,Artistry,2
434556,28950,Bass Trombone,Scales,Chromatic,6
434557,28950,Bass Trombone,Scales,G,4
434558,28950,Bass Trombone,Scales,Ab,4
434559,28950,Bass Trombone,Scales,A,0
434560,28950,Bass Trombone,Scales,Bb,5
434561,28950,Bass Trombone,Scales,B,0
434562,28950,Bass Trombone,Scales,C,3
434563,28950,Bass Trombone,Scales,Db,0
434564,28950,Bass Trombone,Scales,D,0
434565,28950,Bass Trombone,Scales,Eb,4
434566,28950,Bass Trombone,Scales,E,0
434567,28950,Bass Trombone,Scales,F,2
434568,28950,Bass Trombone,Scales,Gb,3
434569,28950,Bass Trombone,Scales,Note Accuracy/Consistency,10
434570,28950,Bass Trombone,Scales,Tone Quality,10
434571,28950,Bass Trombone,Scales,"Musicality, Tempo, & Style",4
434572,28950,Bass Trombone,Sight-Reading,Note Accuracy,3
434573,28950,Bass Trombone,Sight-Reading,Rhythmic Accuracy,2
434574,28950,Bass Trombone,Sight-Reading,"Musicallity, Tempo & Style",2
434575,28950,Bass Trombone,Sight-Reading,Tone Quality,2
434576,28950,Bass Trombone,Sight-Reading,Artistry,2
434577,28987,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",15
434578,28987,Trombone,Lyrical Etude,Tone Quality,7
434579,28987,Trombone,Lyrical Etude,Note Accuracy,7
434580,28987,Trombone,Lyrical Etude,Rhythmic Accuracy,8
434581,28987,Trombone,Lyrical Etude,Artistry,4
434582,28987,Trombone,Technical Etude,"Musicallity, Tempo & Style",16
434583,28987,Trombone,Technical Etude,Tone Quality,8
434584,28987,Trombone,Technical Etude,Note Accuracy,7
434585,28987,Trombone,Technical Etude,Rhythmic Accuracy,9
434586,28987,Trombone,Technical Etude,Artistry,4
434587,28987,Trombone,Scales,Chromatic,11
434588,28987,Trombone,Scales,G,4
434589,28987,Trombone,Scales,Ab,3
434590,28987,Trombone,Scales,A,4
434591,28987,Trombone,Scales,Bb,4
434592,28987,Trombone,Scales,B,4
434593,28987,Trombone,Scales,C,4
434594,28987,Trombone,Scales,Db,3
434595,28987,Trombone,Scales,D,4
434596,28987,Trombone,Scales,Eb,4
434597,28987,Trombone,Scales,E,4
